"source";"target";"Weight"
29331;95676;2
29331;98645;3
29331;104836;3
29331;142259;3
29338;130952;3
29338;422716;3
29338;602362;3
29355;104619;3
29358;5893;3
29358;6593;3
29358;11850;5
29358;32680;3
29358;58733;3
29358;69556;3
29358;83617;3
29358;193912;3
29358;244152;3
29365;29666;5
29365;48180;6
29365;59141;4
29365;66655;3
29365;76202;6
29365;93036;5
29365;104802;4
29365;124415;4
29365;125712;5
29365;178003;4
29365;179078;4
29371;24356;4
29371;32799;3
29371;34486;3
29371;34982;3
29371;40723;3
29371;50953;3
29371;51718;3
29371;80486;3
29371;86535;3
29371;96756;4
29375;99021;3
29375;134637;3
29375;192337;3
29375;419218;3
29376;33229;5
29376;33387;3
29376;40686;3
29376;53292;3
29376;64000;3
29376;93159;3
29394;109764;3
29396;34437;3
29396;40180;7
29396;51369;3
29396;75186;5
29396;88511;4
29396;105790;3
29396;105894;3
29396;114363;4
29396;250903;5
29400;1192;3
29400;30362;3
29400;31589;3
29400;34307;3
29402;11732;3
29402;12302;3
29402;28985;3
29402;34375;4
29402;44634;3
29402;51369;3
29402;70779;3
29414;82057;3
29414;88636;3
29414;213821;4
29418;18066;3
29418;21333;3
29418;25190;3
29418;28010;3
29418;31683;3
29418;32191;3
29418;51932;3
29418;66685;3
29418;115803;3
29423;19053;3
29423;34559;3
29423;36517;3
29423;91615;3
29423;99021;3
29423;103370;3
29423;104802;3
29423;104805;3
29430;104930;3
29488;46106;3
29488;84003;3
29492;78214;3
29495;17043;3
29495;19053;3
29495;22884;3
29495;26480;3
29495;65004;3
29495;65618;3
29495;99795;4
29524;14452;3
29524;31596;3
29524;32766;3
29524;34437;4
29524;41536;4
29524;44633;3
29524;46752;3
29524;51703;3
29524;101746;3
29524;104519;3
29524;111654;3
29524;136555;3
29524;262362;3
29549;104270;3
29549;104772;3
29561;29365;3
29572;6226;4
29663;5535;3
29663;5568;4
29663;8768;3
29663;32799;3
29663;59024;3
29663;82369;3
29663;103331;3
29666;30273;5
29666;30278;8
29666;30279;5
29666;69741;5
29677;28479;3
29677;28985;3
29677;33251;3
29677;95609;3
29689;153438;3
29689;523842;3
29696;3440;3
29696;59830;4
29696;192077;3
29696;473240;3
29743;90925;4
29743;91434;3
29745;105159;3
29745;136555;3
29745;153203;3
29745;182484;3
29745;610552;3
29767;27235;3
29767;169084;3
29806;12184;3
29806;60740;3
29806;79113;5
29806;113693;3
29806;156040;3
29903;102364;3
29912;71654;4
29912;102681;3
29912;254735;4
29912;454584;3
30076;30077;3
30076;30282;3
30076;71654;5
30076;99678;7
30076;102680;4
30076;222763;4
30076;454584;3
30094;30096;3
30150;102364;3
30150;105094;3
30150;112418;4
30209;140704;3
30273;1422;4
30273;25348;3
30273;28985;3
30273;29365;3
30273;30278;3
30273;32977;3
30273;34295;3
30273;38459;3
30273;97529;3
30277;41542;3
30278;120;4
30278;3439;3
30278;16966;3
30278;21625;4
30278;30279;6
30279;16966;4
30279;47378;4
30279;79863;3
30279;100830;4
30279;104803;3
30279;104821;3
30279;108384;3
30279;111933;3
30279;142259;3
30279;160997;3
30279;222638;4
30282;28546;3
30282;59857;3
30282;71654;3
30282;90259;3
30282;162038;3
30282;169231;3
30282;177190;3
30282;255103;3
30289;71436;3
30289;71440;6
30356;57921;3
30356;79342;5
30356;222638;3
30357;1192;3
30357;1193;3
30357;30358;3
30357;30359;4
30357;30360;5
30357;30361;4
30357;30362;5
30357;33034;3
30357;34375;4
30357;44953;4
30357;64362;5
30357;79342;4
30358;26942;3
30358;30359;3
30358;30360;3
30358;30361;3
30358;30362;3
30358;33034;3
30358;34375;3
30358;44953;3
30358;64362;3
30358;79342;4
30359;30360;4
30359;30361;4
30359;30362;3
30359;33034;3
30359;34375;3
30359;44953;4
30359;64362;4
30359;79342;4
30360;30361;4
30360;30362;4
30360;44953;5
30360;63954;4
30360;64362;4
30360;67733;4
30360;79342;5
30360;79590;4
30360;178349;3
30361;22916;3
30361;30362;3
30361;33034;3
30361;34375;4
30361;44953;4
30361;64362;5
30361;79342;10
30361;79493;3
30407;27635;3
30471;13152;9
30471;15632;3
30471;52742;4
30523;34377;3
30523;120365;3
30567;101295;3
30603;45170;3
30603;55008;3
30603;76820;3
30603;77536;3
30603;108602;3
30603;118931;4
30603;125502;3
30603;126111;3
30603;172900;3
30603;174573;4
30607;88250;3
30609;1087;3
30609;113821;3
30609;415395;3
30712;15126;5
30842;35305;3
30859;8739;5
30859;10299;6
30859;44953;5
30859;59016;5
30859;59017;5
30859;59018;5
30859;192077;3
31070;47820;4
31182;535262;3
31186;6892;3
31186;14454;3
31186;46773;4
31186;46876;3
31186;55719;3
31186;68134;3
31186;77275;3
31186;80056;3
31337;176747;3
31368;8739;3
31368;44718;3
31368;98712;3
31369;21081;3
31369;35335;3
31369;38207;5
31369;39997;3
31384;82435;3
31405;26247;3
31405;37696;3
31405;49805;3
31406;37523;3
31462;29697;3
31462;37561;3
31517;14783;3
31517;31518;4
31517;139606;5
31517;203680;3
31517;227462;4
31517;244296;3
31517;245776;3
31518;31897;3
31518;31900;3
31518;55842;3
31518;246771;3
31534;9122;3
31534;32994;3
31545;64434;3
31545;70111;3
31545;78698;3
31545;101437;5
31545;228083;3
31545;242530;3
31579;41954;3
31579;59744;3
31579;104825;3
31579;114160;3
31583;104834;3
31583;248549;3
31587;357;3
31587;59038;4
31587;63862;4
31587;104543;4
31587;107589;3
31587;108447;4
31587;115378;3
31587;116379;3
31587;120962;3
31587;125665;3
31587;130948;6
31587;196942;4
31587;219928;3
31587;266710;3
31589;119838;3
31589;132178;3
31596;14451;4
31596;14452;3
31596;28986;3
31596;41536;3
31596;51703;4
31674;16966;3
31674;208846;3
31683;64733;3
31683;70218;3
31683;90379;4
31693;16177;3
31693;32766;3
31693;39448;3
31693;71435;3
31897;31898;3
31897;31902;3
31897;79058;5
31897;92931;3
31897;217537;3
31897;564074;3
31898;55840;4
31900;55443;4
31900;55840;4
31900;72763;4
31900;95128;4
31900;139981;4
31900;150120;3
31900;150126;3
31900;165327;3
31900;191092;4
31900;225988;3
31900;226012;4
31900;229975;4
31900;245776;5
31900;261629;3
31900;265282;3
31904;61069;3
31942;53461;3
31942;95676;3
31942;198382;3
31942;212326;3
31942;493870;3
31942;493875;3
31947;131926;4
31947;491819;3
31950;6892;4
31950;64680;3
31950;103815;3
32069;5480;3
32069;17389;3
32069;32799;3
32069;102364;3
32069;104915;3
32069;112798;3
32090;544;3
32090;6351;3
32090;16290;3
32090;63506;3
32090;64908;3
32090;65052;3
32090;65767;3
32090;72862;3
32090;92546;3
32090;120231;3
32090;135539;3
32090;160829;3
32147;74271;3
32147;169981;3
32161;191;3
32162;191;3
32162;630;3
32162;17705;4
32162;40179;3
32191;47236;3
32191;51196;3
32191;67800;3
32191;126763;3
32193;88680;3
32193;97529;3
32193;192299;4
32202;9239;4
32202;130524;4
32322;1193;3
32322;28010;4
32322;122412;3
32385;21084;3
32385;46272;3
32385;55826;3
32391;57367;3
32391;126600;3
32396;12216;4
32396;39448;3
32396;41623;4
32396;60116;4
32396;61014;4
32396;76797;4
32396;99259;4
32396;108290;3
32396;136335;4
32403;72709;3
32404;38778;3
32404;41623;3
32404;51932;3
32404;59046;3
32404;65719;3
32404;66049;3
32404;130902;3
32414;73703;3
32414;129837;3
32414;169448;3
32471;44723;3
32471;114811;3
32471;138988;3
32676;690;3
32676;11395;3
32676;32799;4
32676;33229;3
32676;56971;3
32676;59857;3
32676;80899;3
32680;21353;3
32695;70666;6
32766;21971;4
32766;79199;4
32766;79200;5
32766;104804;4
32766;105052;5
32766;153969;6
32766;231213;6
32766;475637;4
32770;166933;3
32770;484106;3
32770;700957;3
32770;838641;3
32799;11395;4
32799;33738;4
32799;43244;7
32799;52430;4
32799;56971;4
32799;59046;5
32799;419082;4
32843;1392;3
32843;2182;4
32843;64158;3
32867;5480;3
32867;104964;3
32867;105149;3
32867;109807;3
32889;1484;3
32889;17826;3
32943;2372;3
32943;6527;3
32943;17423;3
32943;32946;4
32943;46216;4
32943;84225;4
32943;93737;3
32946;93737;4
32976;54130;3
32976;83126;3
32976;93696;3
32976;113467;3
32976;124321;3
32976;124581;4
32976;126186;3
32976;150246;3
32976;695311;3
32977;2334;4
32977;46876;7
32977;64393;4
32977;64394;5
32977;108233;4
33032;6233;3
33032;6351;3
33032;15227;3
33032;73747;3
33034;16461;3
33034;30360;3
33034;30362;3
33034;34375;3
33034;44953;4
33034;64362;3
33034;79342;3
33037;34437;6
33037;61928;3
33037;81530;5
33037;100479;3
33037;265992;3
33045;33299;3
33046;14454;3
33046;89605;3
33046;104966;3
33054;144941;3
33131;11732;3
33131;46754;3
33131;96217;3
33139;18990;3
33139;38330;4
33139;92073;3
33139;96247;4
33139;96248;3
33139;96249;3
33139;102364;3
33139;108117;3
33139;109223;3
33139;109252;3
33201;4739;4
33201;29200;3
33201;39748;4
33201;68997;3
33201;80786;5
33201;80899;3
33201;95676;3
33201;100830;3
33201;108384;4
33201;138666;4
33201;168588;4
33201;224481;3
33202;39945;3
33202;46687;3
33202;60338;3
33202;62460;4
33229;33434;8
33229;101916;5
33229;104836;5
33229;124415;11
33229;139915;7
33229;143957;4
33229;160997;4
33229;197757;8
33229;241190;10
33229;449575;5
33229;478153;6
33229;555799;5
33239;34259;3
33239;60599;3
33239;89341;4
33239;108968;3
33239;246429;3
33256;10346;3
33256;55447;3
33256;63395;4
33256;102829;3
33272;17389;3
33272;64403;3
33272;118922;3
33299;15761;3
33299;55609;3
33299;79201;3
33317;52202;3
33317;52207;3
33375;3073;3
33385;15889;4
33385;19053;3
33385;62959;4
33385;77087;4
33385;79356;3
33385;83821;3
33385;85120;3
33398;110825;3
33402;17389;3
33402;34377;3
33402;55714;3
33402;102364;4
33408;5893;4
33408;10044;3
33408;10287;3
33408;10774;4
33408;11850;3
33408;12216;4
33408;14621;3
33408;20175;3
33408;22022;3
33408;22884;4
33408;26480;3
33408;61009;3
33408;65003;3
33408;65004;3
33408;67773;3
33409;100662;3
33409;157085;3
33414;21333;3
33414;102364;3
33414;415395;3
33431;676945;3
33434;14017;3
33434;18069;3
33434;89963;3
33434;97131;3
33434;105013;3
33434;110649;3
33434;478153;5
33525;34437;4
33525;41550;6
33525;98332;4
33525;104804;3
33525;105052;3
33525;156670;3
33525;186707;3
33556;19781;3
33584;117242;3
33588;6462;3
33597;88245;4
33597;105159;3
33725;50623;3
33725;69667;3
33725;94453;3
33725;160997;3
33725;178003;3
33725;201688;4
33738;9742;3
33738;33387;3
33738;38330;3
33738;118730;3
33738;153661;3
34236;14454;3
34236;29365;3
34249;15919;3
34249;34230;3
34249;96479;5
34249;178312;3
34249;222366;3
34249;413585;3
34249;418688;3
34249;439619;5
34294;84287;3
34294;116350;3
34294;207155;3
34295;100713;3
34296;4204;4
34296;84142;3
34300;1305;3
34304;42650;3
34304;57585;4
34304;109781;4
34306;9682;3
34306;15126;4
34306;34377;6
34306;51824;3
34306;63972;3
34306;87270;3
34306;102364;3
34306;104540;3
34306;108290;3
34306;132152;3
34329;3439;3
34329;32938;3
34363;93155;3
34363;190134;3
34363;215013;3
34363;218164;3
34363;264024;3
34363;450063;3
34369;61752;3
34375;16461;3
34375;30360;3
34375;30362;3
34375;44953;3
34375;45682;3
34375;64362;3
34375;79342;4
34377;14017;4
34377;19690;3
34397;24991;3
34397;64432;4
34397;431313;3
34414;24991;3
34414;43295;4
34414;49696;3
34414;72832;3
34414;97222;3
34414;128682;4
34414;145655;3
34414;145660;3
34414;623981;3
34437;14452;4
34437;33560;3
34437;41536;3
34437;51706;4
34437;89404;3
34437;100479;6
34437;165792;3
34437;722590;3
34438;155;4
34438;676;3
34438;13257;3
34438;42049;6
34438;94325;10
34515;1066;5
34515;41339;5
34515;61597;5
34515;95676;6
34515;98332;5
34515;130952;5
34515;175724;5
34515;178123;5
34515;821330;4
34537;418121;3
34555;38889;3
34559;35051;5
34559;36517;3
34559;98705;3
34559;102014;3
34559;107957;3
34559;167280;3
34559;197757;5
34559;660512;3
34598;47181;3
34611;50863;3
34615;15632;3
34615;52960;3
34651;146622;4
34700;143104;3
34703;25445;3
34703;93155;3
34703;201573;3
34703;205980;3
34730;176087;3
34730;202625;3
34741;10346;4
34741;17122;4
34741;39340;4
34741;55447;6
34741;145535;5
34741;203680;12
34741;244434;6
34759;215280;3
34775;67043;3
34775;103324;3
34775;176747;3
34809;70615;3
34809;89341;3
34809;116825;3
34883;15126;3
34883;15244;3
34883;117459;3
34972;536;3
34972;14017;3
34972;14613;3
34972;102364;3
34972;439441;4
34982;9680;3
34982;20966;3
34982;47035;3
34982;61770;3
34982;71767;3
34982;74154;3
34982;98655;3
34982;245025;3
34986;59257;3
34999;79222;3
35009;28010;3
35009;40055;3
35020;27635;3
35046;82814;4
35047;210078;3
35047;403601;3
35051;124415;3
35051;197757;3
35051;201842;3
35109;91257;3
35226;108050;3
35236;38766;4
35236;38768;3
35331;119910;3
35335;38207;3
35335;39997;4
35733;14613;3
35733;51196;3
35733;69401;4
35939;2372;3
36101;5728;9
36101;34800;3
36154;104546;3
36154;115765;3
36286;701;3
36517;35;3
36517;47819;3
36517;107957;3
36517;660512;3
36530;3146;3
36530;4062;4
36530;6892;3
36530;12630;3
36530;68820;7
36530;70125;3
36530;78705;3
36530;78742;3
36889;104388;3
37517;17466;3
37549;51932;3
37549;175724;3
37553;15243;3
37553;15244;3
37553;18610;3
37553;38207;3
37553;121060;3
37561;463253;3
37641;71784;4
37641;71786;3
37641;94515;3
37696;26247;3
37696;37604;3
37696;49805;7
37696;81770;4
37895;630;3
37979;17703;3
37979;35581;3
37979;71436;3
37979;407212;3
37987;6994;3
37987;60344;3
37987;104438;3
37987;108166;3
38203;51703;3
38229;1192;3
38229;15244;3
38229;18610;3
38242;6462;3
38242;8897;7
38242;65960;3
38242;79201;4
38245;34259;3
38245;54650;3
38245;125693;3
38279;24378;3
38279;50611;3
38279;59986;3
38279;97529;3
38279;99743;3
38279;143957;3
38279;192337;3
38288;10976;3
38288;59857;3
38325;34259;3
38325;41000;3
38411;18990;3
38411;73807;3
38411;105006;3
38411;111326;3
38411;116790;3
38439;2590;3
38439;6527;5
38439;38440;8
38439;38766;3
38439;71436;6
38439;83303;5
38439;83304;3
38439;86266;3
38439;87127;3
38439;169341;3
38440;17423;3
38440;38766;3
38440;71436;5
38458;38459;4
38458;60732;3
38459;21971;3
38459;29200;3
38464;23848;3
38464;105088;3
38465;14452;3
38465;48096;3
38465;65958;3
38465;79484;3
38465;81530;3
38465;88777;3
38465;100479;4
38466;8898;3
38466;81535;3
38467;82490;3
38480;80227;3
38480;91775;3
38480;109779;3
38603;15126;4
38603;27482;5
38603;76201;3
38603;79481;3
38603;86042;3
38603;125712;3
38603;431317;4
38620;695897;3
38680;64908;4
38680;84838;5
38680;131067;4
38680;133997;4
38680;139150;3
38680;144404;3
38680;145608;3
38680;164427;3
38746;15126;3
38746;17585;4
38746;25102;3
38746;29365;3
38746;40294;5
38746;48110;3
38746;48180;5
38746;50698;3
38746;89764;3
38746;94515;3
38746;97472;3
38746;105003;3
38746;134957;3
38755;27953;4
38755;41609;4
38755;61597;4
38755;64435;4
38755;81364;4
38755;90919;3
38755;100479;5
38755;108603;3
38755;188778;5
38755;194483;3
38755;198784;3
38755;224256;3
38755;255904;4
38758;78254;5
38759;92578;4
38759;114026;3
38763;93267;3
38766;630;3
38766;6527;4
38766;70141;6
38766;84225;5
38766;95140;5
38768;21319;3
38768;38767;6
38768;41221;3
38768;83303;3
38768;269118;3
38768;414184;3
38778;19781;3
38778;64653;3
38778;93952;3
38778;115914;3
38799;1722;5
38799;43981;4
38799;599594;4
38861;13411;4
38861;45197;3
38861;169084;4
38861;454101;3
38942;40204;3
38942;144737;3
38944;8309;3
38957;303;3
38957;182484;3
38988;120523;4
38990;50624;3
38990;57131;3
38990;110155;3
39114;80055;4
39131;82617;3
39131;203680;3
39158;3073;10
39158;11507;3
39182;8551;4
39182;26247;3
39270;690;3
39270;56937;3
39270;56971;3
39270;77149;6
39270;84818;3
39270;128788;3
39270;131694;3
39270;133997;3
39270;179460;3
39270;181939;3
39305;59038;3
39305;61597;3
39305;84098;3
39340;73116;7
39404;59017;3
39404;59046;3
39404;60344;4
39404;64877;3
39404;66709;3
39404;98655;3
39404;104434;3
39404;104438;3
39404;105159;3
39404;139287;3
39404;166347;3
39404;203183;3
39404;228400;3
39404;415801;3
39410;61881;3
39410;78377;3
39410;95524;3
39410;104930;3
39448;71435;3
39448;127419;3
39448;155708;4
39448;438373;3
39492;5893;4
39492;9805;5
39492;10287;5
39492;10774;4
39492;14621;4
39492;22884;5
39492;26480;4
39492;67775;4
39492;67776;4
39492;67777;4
39492;67779;4
39492;67780;4
39492;67781;4
39492;67784;4
39492;83890;4
39544;1668;3
39544;2123;3
39544;50780;3
39547;33130;3
39660;10297;3
39660;15956;3
39660;28688;4
39660;29365;3
39660;48180;3
39660;62909;5
39660;71932;4
39660;81530;4
39660;99569;5
39660;104802;3
39660;104804;3
39697;78191;3
39748;8;3
39748;4739;3
39748;52430;3
39748;68997;3
39748;80786;3
39748;80899;5
39748;100830;3
39748;108384;3
39748;138666;3
39748;167286;5
39748;168588;3
39748;178003;3
39945;23844;3
39997;21081;3
39997;38207;4
40013;17388;3
40013;145699;3
40013;152049;3
40013;152051;3
40060;32977;3
40060;56470;4
40060;62311;5
40060;101231;5
40077;104999;3
40081;9122;3
40081;46940;3
40081;111242;3
40081;127651;3
40179;630;3
40179;16966;3
40179;17703;3
40179;76797;3
40180;105790;3
40180;105894;3
40204;96217;3
40204;99857;3
40214;102149;3
40253;50618;3
40253;101792;3
40253;114323;4
40253;118922;3
40253;163893;3
40253;171707;3
40294;17585;5
40294;89764;5
40294;97529;4
40294;100830;4
40294;106402;6
40294;114472;6
40294;118956;4
40294;143957;5
40294;178003;4
40294;192255;4
40294;211493;5
40294;418263;4
40294;421457;4
40294;431317;5
40312;240450;3
40478;10547;3
40478;74310;3
40478;109223;3
40478;555180;3
40492;40493;3
40493;154155;3
40686;109590;3
40801;5290;5
40801;73989;4
40801;130247;6
40801;145660;4
40801;193544;4
40883;20645;3
40883;87400;3
40883;113345;3
41000;427;3
41000;472;3
41000;34259;8
41000;43981;4
41000;105181;3
41044;46876;3
41044;222622;3
41155;162910;3
41155;775149;3
41198;98153;4
41198;114945;3
41221;93124;3
41221;254468;3
41339;1066;5
41339;61597;5
41339;91831;4
41339;130952;5
41339;175724;5
41339;218328;4
41339;744144;4
41339;813532;4
41339;821327;4
41339;821330;4
41500;133450;3
41536;14452;3
41536;51706;3
41536;93689;3
41536;101746;3
41542;66960;3
41550;104804;4
41550;105052;4
41550;105159;4
41550;124415;3
41550;127031;3
41550;156670;4
41550;160997;4
41550;403879;3
41599;4250;3
41599;39077;5
41599;41600;3
41599;45436;4
41599;69366;3
41599;186562;4
41599;197182;3
41609;60617;4
41609;64435;4
41609;81364;6
41609;85928;4
41609;85930;4
41609;229819;3
41609;255904;3
41609;407255;3
41648;105094;3
41676;86669;3
41716;33229;3
41716;105068;3
41724;3846;3
41724;8930;3
41786;48329;3
41938;10976;3
41938;11792;3
41938;21358;3
41938;27844;3
41938;27868;3
41938;51196;3
41938;57270;3
41938;59857;4
41938;64652;3
41958;25348;3
41958;175849;3
41958;227924;4
41958;242670;3
41958;502681;4
42051;102364;4
42051;104825;3
42103;15919;3
42103;17669;3
42146;90924;4
42146;224478;4
42146;226918;7
42284;110230;3
42284;110494;3
42284;114323;3
42284;150090;3
42284;196092;3
42284;412699;3
42284;424021;3
42284;664987;3
42336;2678;3
42336;6527;5
42473;14100;3
42473;57906;3
42473;619798;3
42613;6351;3
42650;26131;3
42650;105006;3
42668;103366;3
42668;106402;3
42668;126186;3
42668;160997;3
42668;178901;7
42668;202607;3
42695;61615;3
42695;126803;3
42695;154078;3
42696;51811;4
42696;77046;3
42696;96615;5
42940;7566;3
42940;51196;3
42940;127930;3
43252;17122;4
43252;34741;3
43252;123564;3
43252;203680;3
43295;72763;4
43295;101633;3
43295;128681;4
43295;128682;4
43295;129341;3
43295;139524;3
43295;145655;3
43295;146052;3
43295;224526;5
43295;225921;3
43295;246105;3
43295;431313;6
43359;58627;4
43460;707;3
43497;2372;3
43497;4623;3
43497;17703;3
43497;59416;3
43497;65257;3
43497;70740;3
43497;91503;3
43497;95345;4
43497;102631;4
43855;2678;3
43855;21099;3
43993;109510;3
44069;8258;3
44069;14454;3
44073;6233;3
44073;19053;3
44073;58733;3
44099;164918;3
44203;10976;3
44312;263;3
44312;6593;5
44312;44313;3
44312;70126;3
44312;161934;3
44313;237828;3
44317;83894;3
44388;52960;3
44388;62885;7
44388;63957;3
44388;68447;8
44388;99322;3
44389;118882;3
44393;6233;3
44393;6351;3
44393;6593;3
44393;26400;3
44393;28479;3
44393;45707;3
44393;62825;3
44393;71069;3
44393;73144;3
44393;76190;3
44393;82003;3
44393;92935;3
44631;94601;3
44631;104472;3
44631;118624;3
44631;119823;3
44633;17389;3
44633;127930;3
44634;1192;4
44634;1793;3
44634;12302;5
44634;19157;3
44634;51369;3
44634;70779;3
44634;97880;3
44698;3208;4
44721;117521;3
44726;58442;3
44953;8739;5
44953;10299;7
44953;79342;5
45170;55008;5
45170;118931;3
45170;126111;3
45170;172900;3
45170;174573;3
45170;200074;3
45205;5728;4
45205;55451;5
45205;62885;6
45398;1186;3
45398;6415;3
45398;24795;3
45398;45360;3
45499;17826;3
45499;39553;3
45499;90699;3
45682;53461;3
45682;53678;3
45704;64000;3
45707;63864;4
45707;73144;3
45707;76190;3
45707;83821;3
45707;97604;3
45707;104543;4
45707;104546;3
45707;111220;4
45707;113102;3
45707;113821;3
45707;115378;7
45707;115421;3
45707;119484;3
45707;129628;3
45707;137529;4
45819;17389;3
45819;18069;3
45819;53499;3
45819;68185;3
45819;104573;3
45843;20966;4
45843;103863;3
46106;20966;3
46106;63720;3
46123;46272;4
46272;55826;4
46272;239828;3
46291;57585;3
46291;108111;3
46291;114811;3
46373;55443;3
46373;79326;3
46373;99857;3
46373;128681;3
46373;225987;3
46373;242530;3
46546;61752;3
46620;104764;3
46687;1192;3
46687;11732;3
46687;12302;3
46687;19157;3
46687;33229;3
46687;92337;3
46702;70258;3
46702;158147;3
46754;11732;3
46754;113345;3
46773;9742;3
46773;68768;4
46773;98600;4
46773;101176;4
46773;110299;4
46773;119454;5
46773;170178;4
46773;185996;3
46773;197563;4
46773;554214;4
46773;583611;4
46773;592825;4
46773;671372;4
46797;11732;3
46797;11852;3
46797;27844;3
46797;85120;3
46797;110171;3
46797;117304;4
46797;122993;3
46797;126555;3
46797;134987;3
46797;143957;3
46797;213582;3
46797;440117;3
46807;10976;3
46807;23848;4
46807;25190;3
46807;27868;3
46807;59857;4
46807;80899;3
46807;93267;4
46807;94775;4
46807;95676;3
46807;106359;3
46822;9076;3
46822;50953;3
46822;64653;3
46859;153213;3
46861;47967;3
46876;37644;4
46876;53429;3
46876;89760;3
46876;104508;3
46876;104972;3
46876;108233;7
46876;114945;3
46876;116264;3
46876;116394;3
46876;196256;3
46879;18990;3
46879;79080;3
46879;109807;3
46890;65825;3
46890;115223;3
47035;104512;3
47035;104914;3
47170;118479;3
47181;104777;3
47181;109798;3
47307;105094;3
47501;20966;3
47501;83894;4
47501;218353;3
47710;6994;3
47710;59043;3
47710;116392;3
47739;21319;3
47801;19053;3
47880;17801;3
47967;27868;3
47967;80761;3
47967;93631;3
47967;108478;3
47967;134812;3
48162;48098;3
48180;17719;3
48180;23848;4
48180;48110;4
48180;73219;4
48180;93036;5
48180;105003;5
48180;108499;4
48180;136257;4
48180;163842;4
48180;178003;7
48180;179078;4
48329;18919;3
48329;32977;3
48329;56374;3
48329;56574;3
48329;61928;3
48406;200577;3
48504;15126;3
48544;146639;3
48622;83391;3
48689;53392;3
48745;14451;3
48745;15244;3
48745;51369;4
48745;82409;3
48745;154313;3
48790;3175;5
48790;103616;3
48831;3175;3
48832;33391;3
48832;73747;3
48832;100662;3
48832;126052;3
48832;128220;3
48832;180154;3
49175;67164;4
49175;98668;3
49187;16966;3
49268;144941;3
49268;220861;4
49430;124253;3
49480;3175;3
49599;68745;3
49625;203680;3
49655;17122;3
49655;73989;3
49656;119623;3
49671;10346;3
49696;21437;3
49696;43295;3
49696;129341;3
49696;431313;5
49697;2678;3
49697;6224;3
49702;602;3
49702;67435;3
49702;69557;3
49702;99856;3
49702;100618;3
49702;145657;3
49724;260929;3
49745;16028;3
49745;17122;4
49745;19543;3
49745;26835;3
49807;102829;3
49869;11943;3
50034;71892;3
50458;80495;3
50605;15244;3
50605;197757;3
50605;633705;3
50608;123298;3
50611;81514;3
50611;82714;3
50611;97468;3
50611;118755;3
50618;59038;3
50618;63862;3
50618;63864;3
50618;101792;4
50618;103294;3
50618;104543;3
50618;115378;3
50618;120962;3
50618;266710;3
50619;13593;3
50619;104802;3
50619;408668;3
50623;69667;3
50623;85055;3
50623;94453;5
50623;104836;3
50623;124415;3
50623;143957;3
50623;160997;6
50623;178003;4
50623;192355;5
50623;201688;6
50624;57131;3
50635;100479;3
50654;168588;3
50698;15126;5
50698;27482;5
50698;83335;4
50698;89764;5
50698;97529;3
50698;97602;3
50698;431317;9
50780;1668;3
50780;2123;3
50888;114160;3
50888;117333;3
50888;127041;3
50953;5480;3
50953;9680;3
50953;17585;3
50953;34377;3
50953;89764;4
50953;105007;4
50953;431317;4
51003;173450;3
51054;1146;6
51054;54533;3
51054;76925;3
51196;14454;3
51196;53429;3
51196;69401;4
51196;75823;3
51369;1192;3
51369;1793;3
51369;3425;3
51369;11732;3
51369;12302;3
51369;18069;3
51369;19157;3
51369;70779;3
51369;82409;3
51464;77967;3
51464;94535;3
51592;544;5
51592;119910;3
51703;34437;3
51703;53506;3
51703;54025;3
51703;81364;3
51703;89322;3
51703;95526;3
51703;104914;3
51703;130762;4
51703;144071;3
51706;14452;3
51779;4204;6
51779;14017;4
51779;14018;4
51811;24726;4
51811;27635;4
51813;9742;3
51813;17389;3
51813;97817;3
51813;128034;3
51822;104975;3
51824;34377;3
51824;53461;4
51824;78214;3
52202;4204;3
52202;30859;3
52202;52207;3
52202;65719;3
52202;66960;3
52202;68764;3
52202;71796;3
52202;75162;4
52202;79195;3
52202;79201;4
52202;99322;3
52202;115914;5
52207;4204;3
52207;52430;3
52207;65720;3
52207;97162;3
52207;105245;3
52211;55708;3
52211;95741;3
52211;141771;3
52252;79195;5
52252;81014;5
52252;102283;4
52391;536;3
52395;98655;3
52430;99569;3
52430;125478;3
52460;121631;3
52460;126165;3
52460;218932;3
52541;410242;3
52582;5198;3
52582;14100;3
52582;27635;3
52582;52591;4
52582;52600;3
52582;86042;3
52582;99322;3
52582;110338;3
52582;125478;3
52582;139287;3
52591;52600;3
52600;79200;3
52764;61770;3
52764;97778;3
52764;185664;3
52953;60740;3
52953;99292;3
52954;138681;3
52960;55451;4
52960;62885;7
52960;63957;4
52960;75162;5
52960;79195;4
52960;79200;5
52960;79201;3
52960;89605;3
52960;118945;3
52960;139287;3
52971;427;3
52971;472;3
52971;5568;3
52971;10287;4
52971;14454;4
52971;18066;3
52971;67670;4
52971;68134;3
52971;68258;4
52971;72284;3
52989;204511;3
53063;111548;3
53131;3088;3
53131;15126;3
53251;6226;3
53251;62895;3
53251;62909;3
53292;32977;3
53292;54650;3
53292;55719;3
53292;97778;4
53292;602350;3
53392;91547;3
53392;104913;3
53392;111689;3
53392;126237;3
53392;236013;3
53452;427;3
53452;11461;3
53452;22914;3
53452;27635;4
53452;32977;3
53452;72302;3
53452;79645;3
53452;83323;3
53452;97131;3
53452;97529;4
53452;245523;3
53452;443053;3
53455;6212;3
53461;4633;3
53461;95676;3
53461;112418;3
53461;122231;3
53461;212326;3
