"source";"target";"Weight"
7455;28587;4
7462;18583;11
7462;96479;4
7462;819444;3
7467;32731;3
7504;118;6
7504;40239;4
7517;6593;4
7517;9805;3
7517;10339;3
7517;11793;3
7517;12024;3
7517;64838;4
7517;76460;3
7517;100662;3
7517;100952;3
7518;5894;4
7519;5894;3
7519;11850;3
7519;18389;4
7519;19143;3
7519;21084;3
7540;3616;3
7540;19053;3
7540;21485;9
7540;57906;4
7540;85120;3
7540;126600;3
7541;5653;3
7541;12243;3
7541;14369;3
7541;18370;3
7541;18851;3
7541;19053;3
7541;20175;3
7541;28561;3
7541;34594;3
7541;62228;3
7541;64908;4
7541;64909;4
7541;84838;3
7541;119920;4
7542;1057;4
7542;13771;4
7542;21625;4
7542;30278;4
7542;98082;3
7542;98083;3
7542;98084;3
7542;98085;3
7542;112567;4
7542;119064;3
7542;149485;3
7544;14555;3
7544;16426;4
7554;11461;3
7554;17412;3
7554;26678;3
7554;44953;3
7554;52960;3
7555;14100;4
7566;8739;5
7566;15632;10
7566;15741;4
7566;16461;4
7566;25788;4
7566;27663;5
7566;30859;5
7566;59016;4
7566;59017;6
7566;59018;5
7566;567504;3
7656;49736;3
7694;1815;6
7742;6138;3
7742;7744;3
7742;37596;3
7754;14951;3
7754;16293;3
7763;9122;4
7763;32867;3
7763;36530;3
7763;103370;3
7775;26247;3
7775;49736;3
7786;140549;3
7821;378;3
7832;536;3
7832;21378;3
7832;41623;3
7832;61593;3
7832;70125;3
7834;46752;3
7859;15919;5
7859;15980;3
7861;8102;8
7861;10346;10
7861;11943;6
7861;34741;7
7861;55447;5
7861;72393;3
7861;76212;3
7861;123564;3
7861;139606;10
7861;203680;8
7861;243663;3
7861;243766;3
7861;244434;8
7861;244438;3
7861;839379;6
7865;5311;3
7865;8512;3
7865;14613;3
7865;17065;3
7865;30859;3
7865;52600;3
7865;52612;3
7865;59043;3
7866;9122;3
7866;13818;3
7866;15349;3
7866;15741;5
7866;24097;3
7866;59687;3
7866;109781;3
7866;130902;3
7872;17122;3
7872;21437;3
7872;43295;3
7872;146052;3
7872;643498;3
7874;31517;3
7887;8551;4
7887;39182;3
7918;40077;3
7956;16028;3
7956;34741;4
7956;145535;3
7956;243753;3
7982;17256;4
7982;17367;4
7982;24498;3
7982;28163;4
7982;70378;3
7982;84145;3
7982;91503;3
7984;8124;3
7985;13561;3
7985;28839;3
7985;28840;3
8010;14555;7
8010;16450;3
8027;9521;3
8027;31405;3
8027;47841;3
8042;76212;3
8042;123564;4
8042;203680;3
8043;14786;3
8043;55840;3
8086;19236;4
8092;8930;4
8092;15020;3
8092;21165;3
8092;24355;3
8092;27638;4
8092;27639;4
8092;89404;3
8093;12470;3
8093;13206;3
8093;15570;3
8093;29663;3
8093;94188;3
8102;3622;3
8102;10346;11
8102;10476;4
8102;11943;15
8102;15409;3
8102;26837;5
8102;34741;5
8102;55447;11
8102;139606;9
8102;203680;3
8102;243673;5
8102;243753;3
8102;243766;4
8102;244434;7
8105;12931;3
8105;16028;4
8124;630;3
8124;2080;3
8124;6527;7
8124;16836;3
8124;20602;3
8164;5290;3
8164;16904;4
8164;26835;3
8164;73989;3
8166;17640;3
8264;8265;10
8264;21316;8
8264;24248;5
8264;29189;5
8264;75427;4
8264;126847;4
8265;21316;8
8265;24248;5
8265;29189;5
8265;75427;4
8265;126847;4
8338;8402;9
8338;9239;5
8338;11528;6
8338;12598;3
8338;15343;3
8338;16293;5
8338;17368;4
8338;19336;3
8338;21750;4
8338;29445;3
8338;32202;4
8399;6527;3
8399;32945;3
8399;59416;3
8399;74197;3
8400;8402;3
8400;16077;3
8402;9239;5
8402;11528;5
8402;17368;5
8402;29743;4
8402;32202;6
8402;43427;3
8402;67071;3
8402;90925;3
8402;91434;5
8402;99272;3
8407;6146;7
8407;17626;3
8407;21356;3
8407;32765;3
8407;52953;3
8407;169183;3
8407;255904;3
8463;33375;3
8463;91768;3
8471;4012;3
8471;12630;3
8471;15138;3
8471;17940;3
8471;19053;3
8471;28561;3
8471;30367;4
8471;32396;3
8471;61593;3
8471;69081;3
8471;71767;3
8471;113345;3
8503;5570;3
8503;5893;4
8503;6351;3
8503;21084;4
8503;26478;3
8503;29358;4
8503;94485;4
8503;127119;3
8504;9680;4
8504;12629;3
8504;14017;3
8504;15246;3
8504;17409;3
8504;18984;3
8504;26888;4
8504;95526;3
8504;115943;3
8504;207834;3
8512;100895;3
8512;196537;3
8516;68447;3
8549;21084;3
8549;27049;3
8549;27974;3
8549;46272;3
8571;8573;4
8571;17028;5
8571;20204;4
8571;21319;3
8571;25940;3
8575;19236;3
8575;44909;3
8575;50624;3
8575;94957;3
8575;108201;3
8575;116798;3
8590;2562;3
8590;4204;3
8590;52207;3
8591;495;6
8591;6459;3
8591;16966;4
8617;9309;5
8742;8739;4
8743;14585;3
8743;14947;3
8743;180052;3
8746;20204;3
8746;27481;3
8752;10;3
8752;12881;3
8752;19948;3
8752;34972;3
8753;14613;3
8753;18889;3
8753;22165;3
8753;40944;3
8753;61872;3
8753;77911;3
8753;79080;3
8753;80224;3
8753;87270;3
8753;110108;3
8754;2334;3
8754;13116;3
8754;27754;3
8755;17688;3
8755;60740;3
8755;70125;3
8755;79073;3
8758;8762;6
8758;9135;3
8758;15126;4
8758;19806;3
8758;20001;5
8758;21625;3
8758;28144;3
8758;29173;3
8758;32977;6
8758;89764;3
8758;100202;3
8762;15570;5
8762;17569;4
8762;20001;8
8762;29331;5
8762;29526;3
8762;32977;10
8762;46546;3
8762;60617;3
8762;64393;6
8762;64394;5
8762;197955;3
8762;198236;4
8763;27953;7
8763;29116;5
8763;38755;3
8763;41609;5
8763;60617;5
8763;64435;3
8763;81364;4
8763;85928;6
8763;85930;5
8763;85931;3
8763;118693;3
8763;255904;4
8764;16572;3
8764;22176;3
8764;26404;3
8764;29418;3
8764;34473;3
8764;38242;3
8764;69447;3
8764;95443;3
8764;103816;3
8764;104540;3
8764;105453;3
8764;126228;3
8766;32976;3
8766;83126;3
8767;28865;3
8767;33200;3
8767;116531;3
8768;5568;3
8768;11461;6
8768;15889;4
8768;16467;3
8768;17065;3
8768;19062;4
8768;22165;3
8768;33385;5
8768;59024;3
8768;62959;3
8768;77087;4
8768;83821;3
8768;103331;3
8768;117344;3
8809;34377;4
8809;51824;3
8809;78214;4
8863;28873;4
8900;17914;3
8900;32193;5
8901;20809;3
8933;8930;4
8933;29330;3
8933;64729;3
8933;68997;3
8938;261;3
9005;2990;3
9005;17528;3
9005;23563;3
9005;26835;3
9005;72763;3
9005;97222;3
9005;193544;3
9006;15919;3
9006;55840;3
9006;63192;3
9018;31587;3
9018;33272;3
9018;99303;5
9018;104546;3
9081;6300;3
9081;13106;4
9081;15634;6
9081;67094;8
9081;126751;4
9081;144455;3
9081;397251;5
9109;5480;4
9109;10558;3
9109;11655;4
9109;13795;4
9109;14613;3
9109;41536;3
9109;61776;3
9109;65960;3
9109;76190;3
9109;101746;3
9109;126702;3
9109;144071;3
9109;185076;3
9121;14017;3
9126;13192;6
9126;31695;4
9126;44058;4
9126;641689;3
9133;3390;3
9135;15946;4
9139;13471;3
9270;16228;4
9270;16229;3
9281;4124;3
9281;5289;3
9281;6796;5
9281;16228;3
9281;17640;4
9281;17669;4
9281;18158;3
9281;40801;3
9281;42103;3
9281;78186;3
9281;80285;3
9281;129256;4
9281;217537;3
9281;231217;3
9281;507610;3
9300;2535;3
9337;41623;3
9338;12577;3
9341;12563;4
9403;6459;3
9403;12731;4
9403;17756;3
9403;17826;3
9408;3073;3
9408;19566;3
9431;62228;3
9431;651230;3
9432;20914;3
9433;19056;3
9433;30607;3
9481;155;5
9481;21428;3
9486;357;3
9486;99322;3
9488;14086;3
9488;22901;3
9488;48328;3
9490;13617;3
9490;14366;3
9490;27747;3
9490;52600;3
9490;60599;3
9490;99322;3
9521;26247;3
9521;37604;3
9521;37696;5
9521;49805;4
9521;81770;4
9523;18855;5
9523;18856;6
9524;17703;3
9524;32943;3
9527;13471;3
9527;21319;4
9527;43497;3
9534;13842;3
9673;250765;3
9680;5480;3
9680;10561;4
9680;13559;8
9680;14017;9
9680;14454;5
9680;17800;4
9680;34377;6
9680;34611;4
9680;50863;6
9680;452298;3
9680;633704;3
9684;536;3
9684;599;3
9684;1825;4
9684;2013;3
9684;4452;4
9684;9685;3
9684;14174;3
9684;47378;3
9684;476548;3
9685;11395;3
9685;22514;4
9685;26802;3
9685;32676;3
9685;32799;4
9685;33229;3
9685;53429;3
9685;56971;3
9685;59857;3
9685;80899;3
9685;87400;3
9740;60344;3
9742;19368;4
9742;68768;4
9742;81833;4
9742;98600;5
9742;104922;3
9742;105074;3
9742;110155;3
9742;110299;5
9742;170178;4
9742;243151;4
9742;248314;4
9742;444264;4
9742;554214;4
9742;575667;4
9742;592825;4
9746;12295;3
9765;11282;3
9765;15037;4
9765;62868;3
9772;10;3
9772;261;3
9772;630;3
9772;13206;3
9772;15126;3
9772;15570;4
9772;15571;3
9772;18889;3
9772;33434;3
9772;34414;3
9772;66323;3
9805;10287;9
9805;10774;9
9805;14621;8
9805;26480;8
9805;61009;8
9805;65003;8
9805;65004;9
9805;67773;8
9805;67776;8
9805;67777;8
9805;67779;8
9805;67780;8
9805;83890;8
9806;6693;3
9878;6593;3
9878;20011;3
9878;83894;3
10008;20203;3
10008;61593;3
10030;403;3
10030;2647;3
10030;93576;3
10036;630;4
10036;1668;4
10036;2123;4
10036;2590;3
10036;10721;3
10036;17246;3
10036;19263;4
10036;35581;3
10036;48188;3
10044;9805;7
10044;10287;7
10044;10774;8
10044;11850;7
10044;14621;9
10044;61009;7
10044;65003;7
10044;65004;7
10044;67773;7
10044;67775;7
10044;67776;7
10044;67777;7
10044;67779;7
10044;83890;7
10077;29903;3
10077;30275;3
10077;188873;3
10100;37658;4
10100;71351;4
10100;82238;3
10165;12583;3
10165;13177;3
10165;13818;3
10165;15349;3
10165;15639;3
10165;19082;3
10165;99779;3
10167;34278;3
10230;3361;3
10230;67548;3
10237;6148;3
10248;8402;3
10248;13613;4
10287;10774;8
10287;14621;8
10287;26480;8
10287;61009;9
10287;65003;8
10287;65004;8
10287;67773;8
10287;67775;8
10287;67776;8
10287;67777;8
10287;67779;8
10287;67780;8
10287;83890;8
10297;1192;3
10297;1722;3
10297;3088;3
10297;3439;3
10297;6810;3
10297;11657;3
10297;12336;3
10297;14751;3
10297;15126;4
10297;86669;4
10328;852;3
10328;9637;3
10328;27607;3
10339;5894;4
10339;6233;5
10339;6351;4
10339;9805;4
10339;10044;4
10339;10949;5
10339;11850;5
10339;16895;3
10339;19056;3
10339;21353;4
10339;22884;3
10339;29358;3
10339;33032;3
10344;10345;4
10344;18940;3
10344;41599;4
10344;62851;3
10344;244281;3
10345;2678;3
10345;3614;3
10345;5290;3
10345;6226;4
10345;39077;3
10345;40801;8
10345;41599;4
10345;73989;3
10345;130247;4
10346;10476;6
10346;11943;7
10346;14786;6
10346;17640;4
10346;55447;12
10346;76212;6
10346;139606;9
10346;203680;10
10346;243673;5
10346;243766;6
10346;244434;4
10378;6892;3
10378;11792;3
10378;14624;3
10378;14751;5
10378;15741;3
10378;20918;3
10378;24028;3
10380;59821;3
10380;64076;3
10388;25415;3
10391;14454;3
10436;10440;3
10436;11977;3
10436;27963;3
10461;12072;3
10461;15495;3
10461;27951;3
10461;35010;4
10461;79113;3
10461;94492;3
10461;94775;3
10461;105333;3
10461;112994;3
10461;221215;3
10461;495732;3
10461;511737;3
10476;59384;3
10476;203680;6
10480;8;3
10480;357;3
10480;4788;3
10480;5480;4
10480;15126;3
10480;53461;3
10480;104914;3
10509;630;3
10509;22259;3
10543;6462;5
10543;13370;4
10543;21333;3
10543;21442;3
10543;52252;5
10543;52960;4
10543;63957;3
10543;79195;5
10543;81014;5
10543;102283;4
10543;118141;3
10547;3088;5
10547;16498;4
10547;105066;3
10547;105074;3
10547;105187;3
10547;109223;5
10547;113310;3
10547;113693;3
10547;119993;3
10547;153439;4
10547;215047;4
10547;230798;4
10547;266012;4
10547;555180;5
10547;646575;4
10551;16455;4
10551;19387;3
10551;19946;3
10551;26993;5
10551;27844;3
10551;29376;3
10551;33434;3
10551;39404;3
10551;41550;5
10551;41716;3
10551;51779;4
10551;61593;3
10551;64000;5
10551;79201;4
10558;5480;3
10558;16522;3
10558;18852;3
10558;19386;4
10558;20942;4
10558;548510;3
10561;17800;3
10561;25558;3
10561;32867;3
10609;11681;4
10609;21984;6
10609;30603;4
10609;31950;3
10609;45170;4
10609;55008;4
10609;108602;3
10609;118931;4
10609;125502;3
10609;126111;3
10609;172900;3
10609;174573;3
10612;13298;3
10612;31406;5
10612;37523;3
10618;3614;3
10618;5290;4
10618;12931;4
10618;12932;4
10618;40801;6
10618;55443;3
10618;67435;3
10618;73989;3
10618;130247;3
10618;255625;3
10618;260930;3
10618;720020;3
10619;2678;3
10619;14786;3
10619;15409;3
10619;17122;5
10619;34741;3
10619;67435;3
10619;81032;4
10619;151280;3
10718;155;3
10718;676;3
10718;13257;3
10718;24897;3
10718;34438;11
10718;42049;5
10718;94325;12
10718;234248;3
10741;10742;3
10741;29233;3
10741;34437;3
10741;89404;3
10741;100479;3
10743;20001;3
10774;22884;8
10774;26480;8
10774;61009;8
10774;65003;8
10774;65004;8
10774;67773;9
10774;67775;8
10774;67776;8
10774;67777;8
10774;67780;8
10774;83890;8
10789;10976;3
10789;51824;4
10902;12093;3
10902;50556;3
10903;38197;3
10913;102299;3
10944;6233;5
10944;6593;4
10944;10945;6
10944;10949;7
10944;14773;3
10944;16561;3
10944;16563;5
10944;24667;3
10944;61014;5
10944;70393;3
10944;94480;3
10944;102259;3
10944;102299;3
10944;217739;3
10944;233587;3
10945;6233;4
10945;6593;3
10945;10946;3
10945;10949;6
10945;16563;4
10945;61014;4
10945;102259;3
10949;6233;4
10949;6593;3
10949;10946;3
10949;16563;4
10949;61014;5
10949;92316;3
10949;102259;3
10949;102299;5
10949;217739;3
10975;5198;3
10975;14100;4
10975;22914;4
10975;27635;4
10975;79645;3
10975;99322;4
10975;110338;3
10976;14454;6
10976;19157;6
10976;21358;8
10976;24377;7
10976;25190;6
10976;27868;7
10976;51425;5
10976;59857;7
10976;64652;7
10976;81160;4
10976;81795;6
10976;93267;4
10976;162038;4
10976;455870;4
10976;588862;6
11007;133471;3
11025;8402;3
11025;29743;3
11025;90925;3
11073;15624;7
11073;15625;6
11073;15626;7
11073;28142;7
11073;58887;8
11073;74225;7
11073;89341;2
11075;12164;3
11075;130785;3
11124;2171;3
11124;15884;4
11124;17028;7
11124;17703;12
11124;21590;3
11124;23740;4
11124;24411;3
11124;40179;4
11124;76797;3
11131;28633;3
11131;28821;3
11131;95081;3
11131;178737;3
11134;16749;3
11134;16966;3
11136;630;3
11136;5728;4
11136;36101;3
11147;15229;3
11147;165190;4
11211;57964;3
11211;213589;3
11222;5894;3
11222;29357;3
11222;29358;3
11222;134192;3
11282;15291;3
11282;16077;3
11282;24411;3
11291;21319;3
11291;23740;3
11293;8309;4
11293;14366;3
11293;17804;3
11293;31587;4
11293;57745;3
11293;79186;3
11293;115378;3
11293;116247;4
11293;116379;3
11293;170992;3
11325;25801;3
11325;60203;3
11325;172278;3
11325;207508;3
11391;403;3
11392;36517;3
11400;93124;3
11404;1825;3
11404;18889;4
11404;18990;4
11460;11461;6
11460;11462;7
11460;109781;3
11460;111200;6
11460;128821;3
11461;11462;7
11461;15889;4
11461;19062;4
11461;22165;4
11461;33385;7
11461;52202;4
11461;77087;4
11461;111200;6
11461;115914;4
11461;132467;3
11462;111200;5
11488;1794;4
11488;5893;4
11488;15227;3
11488;15280;3
11488;103390;3
11528;9239;4
11528;11645;3
11528;32202;3
11538;12592;5
11538;78508;4
11538;445119;4
11541;21442;3
11541;36530;3
11541;78742;5
11542;26994;3
11542;32977;3
11542;68820;3
11542;84123;7
11548;12731;3
11548;23284;3
11562;12731;3
11572;118;3
11572;924;3
11572;6462;3
11572;14838;3
11572;14840;3
11572;15795;3
11572;18935;3
11600;22605;3
11644;630;4
11644;12559;3
11655;20959;3
11655;23269;3
11655;24378;3
11655;68418;3
11655;68764;3
11655;73856;3
11655;165792;4
11657;14100;4
11657;14454;4
11657;15493;4
11657;27635;4
11671;1305;4
11671;6593;4
11671;12024;3
11671;12243;3
11671;15405;3
11671;17802;3
11671;19053;4
11671;20175;4
11671;21128;3
11671;21450;3
11671;23032;5
11671;25110;4
11671;44393;4
11671;85297;4
11671;142926;4
11672;1795;3
11672;6593;3
11672;10339;3
11672;11671;3
11672;223137;3
11674;10339;3
11674;11671;3
11680;37606;3
11681;21984;4
11681;30603;3
11681;108602;3
11681;118931;3
11683;15741;3
11683;19686;3
11683;29203;3
11690;18450;5
11690;150532;3
11696;25488;3
11696;38466;3
11696;104901;3
11696;104926;3
11698;111398;3
11706;11909;3
11706;18989;3
11706;32799;3
11706;154349;3
11732;12302;4
11732;13593;4
11732;18069;7
11732;19157;5
11732;19779;3
11732;22406;4
11732;22407;6
11732;44634;4
11732;103370;4
11732;126186;4
11732;165165;4
11733;10976;3
11733;15239;3
11733;18889;4
11734;6462;3
11734;11848;3
11734;12842;3
11734;15306;4
11734;15495;3
11734;22190;3
11734;27844;3
11737;212188;3
11738;2066;5
11738;15881;4
11738;16217;3
11738;16966;5
11738;17028;3
11738;97067;3
11738;97236;3
11738;133472;3
11738;144941;5
11738;149205;3
11738;164483;4
11738;167254;3
11738;187256;4
11738;615482;3
11791;11671;3
11791;26079;3
11791;112293;3
11793;5894;4
11793;9805;4
11793;10044;3
11793;10287;3
11793;10774;3
11793;11850;3
11793;12024;3
11793;12219;3
11793;14621;3
11793;22884;3
11793;26478;3
11793;26480;3
11793;29495;4
11793;61009;3
11848;12171;3
11848;15126;3
11848;15306;3
11848;26801;4
11848;47880;3
11850;4012;6
11850;9805;6
11850;10287;6
11850;10774;6
11850;22884;7
11850;65004;6
11850;67773;6
11850;67775;6
11850;67776;6
11850;67782;8
11852;10044;5
11852;11850;5
11852;12216;4
11852;14621;3
11852;14937;3
11852;15280;4
11852;17569;4
11852;21353;3
11852;24193;3
11852;26164;3
11852;26802;3
11852;83894;4
11852;117304;5
11852;172278;4
11898;3073;3
11906;303;3
11909;8762;3
11909;10551;3
11909;13176;3
11909;18984;3
11909;104905;3
11942;12931;3
11942;12932;3
11942;19544;4
11943;26837;10
11943;34741;6
11943;55447;4
11943;73116;4
11943;139606;12
11943;145535;5
11943;203680;6
11943;243663;6
11943;243766;8
11943;246154;4
11946;2990;3
11946;12932;3
11952;28078;3
11952;36497;3
11977;16426;3
11977;17086;3
11977;25415;3
11977;27963;3
11977;93843;3
11977;98394;3
11977;169084;3
12024;1731;5
12024;10044;4
12024;14669;3
12024;15495;4
12024;15760;3
12024;19056;4
12024;26478;5
12024;29288;4
12024;29495;3
12024;30321;3
12024;57906;3
12024;65618;3
12024;76300;3
12029;9807;3
12029;80644;3
12055;7309;3
12055;15409;5
12055;34741;7
12055;203680;3
12072;14128;3
12072;22490;3
12072;26801;3
12072;41938;3
12072;42650;3
12072;50654;3
12072;93426;3
12093;2349;3
12093;6527;5
12093;19846;3
12093;22224;3
12093;38766;3
12093;50556;4
12093;91503;3
12093;93932;3
12094;32943;4
12094;84225;5
12094;95827;4
12147;12148;3
12164;7547;3
12164;16233;4
12170;1493;4
12170;2562;3
12170;6146;3
12171;4062;4
12171;6146;4
12171;16335;4
12171;21356;3
12171;24474;3
12171;29200;4
12171;29365;4
12171;30356;3
12171;35733;3
12171;48180;4
12171;51196;3
12171;59017;4
12171;64877;3
12171;69401;3
12171;99021;4
12183;3336;3
12194;630;3
12194;3153;3
12194;14951;5
12194;15924;3
12194;17703;3
12194;21750;3
12194;25429;5
12194;28708;4
12194;28709;3
12194;32945;4
12194;84145;3
12197;18217;3
12204;14368;3
12204;25348;3
12204;51813;3
12205;13593;4
12205;15126;3
12205;16289;3
12205;18732;3
12205;32973;3
12205;42650;6
12205;126803;3
12206;5480;3
12206;8762;3
12206;12581;3
12206;20001;3
12206;61118;3
12216;9805;5
12216;10044;5
12216;10287;5
12216;10774;5
12216;11850;6
12216;12219;5
12216;22884;6
12216;61009;5
12216;65003;6
12216;67776;5
12216;67777;5
12216;67779;5
12216;67780;5
12216;83890;5
12217;44069;3
12217;98257;3
12219;5893;5
12219;10287;5
12219;10774;5
12219;15280;6
12219;22884;5
12219;26480;5
12219;61009;5
12219;65003;5
12219;65004;5
12219;67773;5
12219;67775;5
12219;67779;5
12219;67780;5
12219;67781;5
12243;18851;4
12243;19053;7
12243;20175;6
12243;28561;7
12243;38680;8
12243;64908;5
12243;84838;6
12243;85297;4
12243;105088;3
12243;114115;3
12243;131067;5
12243;133997;3
12260;924;3
12295;6593;3
12295;12718;3
12295;18389;3
12295;19056;3
12295;23501;3
12295;100096;3
12295;103390;3
12295;127616;3
12295;231240;3
12303;16563;4
12303;32775;3
12309;5568;4
12309;21353;3
12309;22225;4
12311;6593;3
12311;16631;3
12311;17785;3
12336;19881;3
12336;23848;3
12336;59046;5
12336;67945;3
12336;73653;3
12336;86647;3
12336;108111;3
12336;134637;3
12336;194347;5
12344;24378;4
12344;25907;6
12344;47694;4
12344;59046;3
12344;70390;3
12344;87270;3
12344;105184;3
12344;160858;3
12361;21081;3
12361;21255;4
12361;31587;3
12361;59021;3
12361;59038;3
12361;62544;3
12361;80489;3
12361;105069;3
12361;114323;3
12361;116379;3
12361;185664;3
12399;561;3
12399;12630;3
12399;19387;3
12399;32404;3
12399;57124;3
12399;109781;4
12422;3336;3
12422;15229;3
12422;74173;3
12443;95522;3
12443;100661;3
12445;25056;3
12446;259;3
12446;16467;3
12446;22684;3
12446;60517;3
12470;37565;3
12470;52202;3
12471;536;4
12471;15229;4
12471;18050;3
12471;18917;4
12471;22171;3
12471;22321;3
12471;24378;3
12471;24848;3
12471;26400;4
12471;29663;3
12471;48329;3
12471;59757;3
12471;66702;5
12471;104511;4
12551;8739;3
12551;10802;3
12551;21164;3
12551;23829;4
12551;30491;3
12551;105727;3
12558;16229;3
12559;630;4
12559;6527;5
12559;24885;4
12559;38439;3
12562;95609;3
12563;4062;3
12563;27844;5
12563;32396;3
12563;32799;3
12563;60617;3
12563;104705;3
12564;14366;3
12576;21409;4
12576;25110;3
12576;31589;3
12576;46104;3
12576;61050;3
12577;5893;6
12577;9805;5
12577;14621;5
12577;65003;5
12577;65004;5
12577;67770;5
12577;67773;5
12577;67775;5
12577;67776;5
12577;67777;5
12577;67779;5
12577;67780;5
12577;67781;5
12577;67782;5
12577;83890;5
12580;1422;3
12581;13980;3
12581;27835;3
12581;33139;3
12581;37644;3
12581;61379;3
12581;78191;3
12583;2014;3
12583;13177;3
12583;13818;4
12583;29200;3
12583;42650;3
12583;81687;3
12583;104952;3
12583;116146;3
12583;154313;3
12598;21316;5
12603;16798;7
12603;17071;4
12603;93843;3
12603;639302;4
12606;17396;3
12607;38778;3
12718;41044;3
12726;15281;3
12726;66685;3
12726;104855;3
12726;118922;3
12731;6459;4
12731;14585;3
12731;15298;3
12731;17162;3
12731;17346;3
12731;17367;3
12731;23284;4
12731;29414;3
12734;29249;3
12839;16290;5
12839;21360;5
12839;32090;4
12839;63506;4
12839;64908;4
12839;65767;4
12839;72862;5
12839;92546;4
12839;97413;4
12839;120231;4
12839;176836;4
12842;17804;3
12842;19880;3
12842;23622;3
12842;26078;3
12842;42284;3
12842;57030;3
12842;79342;3
12842;108111;3
12842;110230;3
12842;110494;3
12842;112418;3
12842;114323;3
12842;150090;3
12842;196092;3
12892;17785;5
12892;22225;3
12892;25801;3
12892;92139;3
12892;99510;3
12921;24885;3
12924;105244;6
12924;131534;6
12931;5289;3
12931;12932;4
12931;15917;3
12931;15982;3
12931;16028;4
12931;17122;3
12931;19543;4
12931;40801;3
12931;76212;3
12931;130247;3
12931;254491;3
12932;15982;4
12932;16904;4
12932;17122;10
12932;18197;3
12932;19543;3
12932;21894;4
12932;23564;6
12932;25845;3
12932;28908;3
12932;49625;3
12932;73989;6
12932;76212;4
12969;750;4
12972;12171;3
12972;22514;3
12972;160997;3
12973;1066;3
12973;17802;3
13008;328;3
13008;630;4
13068;863;2
13068;13757;4
13068;19196;3
13091;33239;3
13102;29203;3
13104;44633;3
13110;13205;3
13110;15229;3
13110;24386;3
13110;153969;3
13116;14751;6
13116;41938;3
13118;13486;4
13118;15495;4
13118;17388;3
13118;17687;6
13118;17801;4
13118;18986;3
13118;22685;3
13118;27844;3
13170;13171;3
13170;27197;3
13171;6462;3
13171;27197;3
13172;121909;3
13173;16631;3
13173;17785;3
13173;28490;3
13190;13784;3
13192;23284;4
13192;44058;3
13192;97067;3
13200;21353;6
13200;26090;3
13200;60203;3
13200;69081;4
13200;76145;3
13200;97466;4
13200;126601;3
13200;218353;3
13200;569589;3
13201;21353;4
13201;24692;3
13201;60203;3
13201;101328;3
13205;117;4
13205;14100;3
13206;3336;3
13206;15570;4
13206;20203;3
13206;94188;3
13298;4819;3
13298;14581;3
13298;14609;3
13298;31406;3
13298;40204;3
13298;52612;3
13298;104619;3
13298;154614;3
13341;17419;3
13341;20204;4
13341;23853;3
13341;44058;3
13369;6298;3
13369;45682;3
13383;13382;4
13383;27970;5
13383;27971;3
13383;30094;3
13383;69356;5
13383;88478;4
13383;89993;3
13383;90839;3
13383;97580;3
13383;100654;3
13383;101582;3
13383;126643;5
13383;141671;4
13383;184189;4
13412;14555;3
13412;16426;3
13412;98394;3
13450;47880;3
13451;561;3
13451;10551;3
13451;14509;3
13451;15238;3
13451;15281;3
13451;16734;3
13451;33738;3
13451;95526;3
13451;127930;3
13471;4623;3
13471;15924;3
13471;16217;5
13471;19263;3
13471;20477;3
13471;21319;4
13471;24871;3
13471;43497;4
13486;15125;4
13486;678322;4
13494;73958;3
13557;3198;3
13557;5480;3
13557;9680;3
13557;11395;3
13557;14454;3
13557;16258;3
13557;397534;4
13559;14017;4
13559;17800;3
13559;21423;3
13561;24498;5
13592;303;15
13592;5198;3
13592;13593;4
13592;24355;3
13592;27663;3
13592;33202;3
13592;65719;3
13592;78254;3
13592;94957;3
13592;108603;5
13592;149005;3
13592;198382;3
13593;303;4
13593;12302;5
13593;18069;5
13593;21333;3
13593;22190;3
13593;44634;4
13593;46687;4
13593;103370;3
13594;3628;3
13594;41542;4
13594;115914;3
13604;4012;3
13604;8930;3
13604;14101;3
13604;14261;3
13604;14751;3
13604;14840;3
13604;15571;3
13604;15946;3
13604;94482;3
13604;109781;3
13605;79017;3
13612;2025;3
13612;24499;3
13612;24734;3
13629;126421;3
13650;264020;3
13693;2171;3
13693;2372;3
13696;1305;4
13757;863;3
13757;145535;5
13771;1422;3
13771;4788;3
13771;15239;3
13771;21130;3
13771;21625;4
13771;22426;3
13771;30278;3
13772;561;3
13772;105105;3
13795;13796;3
13795;15987;3
13795;18990;3
13795;21971;3
13795;22490;3
13795;48622;3
13796;79219;3
13818;4819;3
13818;15349;4
13818;116238;3
13869;14338;3
13869;29912;4
13869;71654;4
13869;102681;3
13869;254735;4
13869;454584;3
13892;17868;3
13892;38861;5
13892;85899;4
13892;169084;4
13910;119454;3
13989;15239;3
13989;16021;4
13989;96756;3
13992;82327;4
13992;117785;3
14011;144250;3
14011;452438;3
14014;6351;3
14014;43981;3
14014;85297;3
14014;98438;3
14014;98441;3
14014;119916;3
14014;132734;3
14014;152824;3
14017;4204;4
14017;5480;4
14017;15126;6
14017;15356;11
14017;15358;7
14017;15987;6
14017;17585;4
14042;85300;4
14049;1731;3
14049;19046;3
14070;26509;3
14070;97484;3
14083;191;3
14083;13274;3
14086;14624;3
14086;29371;3
14086;67685;3
14086;104737;3
14088;77275;3
14088;80923;4
14088;103370;3
14088;111689;3
14092;3088;4
14092;3846;3
14092;6693;3
14092;15126;3
14092;18944;3
