"Id";"country";"actor_name";"edad";"year_nacimiento";"pelis";"series";"genero_def";"edad_inicio_carrera";"genero_cine_main";"porc_genero_cine_main";"type_race";"prob_race";"age_by_picture";"year_nacimiento_from_1875";"author_graph";"profesion_main";"total_trabajos";"porc_profesion_main"
"28561";"Australia";"Cate Blanchett";51;1969;56;1;"F";29;"Drama";46;"white";63;29;94;"";"Direccion";2;50
"17442";"United States of America";"Thora Birch";39;1982;23;5;"F";9;"Drama";38;"white";100;31;107;"";"Direccion de produccion";1;100
"72426";;"Juan Blanco";;;7;4;"M";;"Suspense";44;"white";99;22;;"";"Direccion de produccion";1;100
"11683";"United States of America";"Jake Busey";48;1973;23;14;"M";7;"Comedia";29;"white";100;36;98;"";"Direccion de produccion";1;100
"33131";"United States of America";"Benjamin Bratt";57;1963;36;8;"M";31;"Drama";36;"white";37;28;88;"";"Direccion de produccion";2;50
"208065";;"Nazanin Boniadi";40;1980;8;8;"F";28;"Drama";42;"white";27;30;105;"";;;
"95227";"France";"Shirley Bousquet";45;1976;11;0;"F";27;"Comedia";50;"white";100;34;101;"";"Guion";1;100
"128217";"United Kingdom";"Amelia Bullmore";57;1964;;;"F";;"";;"white";100;30;89;;"Posproduccion";1;100
"17025";"United States of America";"Neville Brand";;1920;22;1;"M";;"Western";47;"latino hispanic";29;43;45;"";;;
"55191";;"Zlatko Buric";67;1953;13;0;"M";46;"Drama";32;"black";81;31;78;"";;;
"1283";"United States of America";"Sam Bottoms";;1955;14;4;"M";;"Drama";56;"white";59;33;80;"";;;
"3936";"United States of America";"Tom Bower";83;1938;45;22;"M";49;"Drama";54;"white";85;39;63;"";;;
"127936";"France";"Anne Benoit";;;18;3;"F";;"Drama";40;"white";54;41;;"";;;
"75189";;"Uwe Boll";55;1965;20;0;"M";41;"Accion";32;"latino hispanic";36;30;90;"";"Direccion";37;46
"16480";"Canada";"Celine Bonnier";55;1965;;;"F";;"";;"white";69;34;90;;;;
"6841";"Spain";"Jose Luis Borau";;;20;0;"M";;"Drama";61;"white";35;47;;"";"Direccion";27;37
"18855";"France";"Didier Bourdon";62;1959;13;0;"M";39;"Comedia";62;"white";87;31;84;"";"Direccion";11;45
"29173";"United Kingdom";"Saffron Burrows";48;1972;30;5;"F";24;"Drama";45;"white";99;33;97;"";;;
"37622";"United States of America";"James Brolin";80;1940;38;9;"M";26;"Comedia";31;"white";50;47;65;"";"Direccion de produccion";1;100
"905";"United States of America";"Ernest Borgnine";;1917;80;11;"M";;"Drama";34;"middle eastern";49;44;42;"Ernest Borgnine";"Direccion de produccion";1;100
"24428";"United States of America";"Jonathan Banks";74;1947;43;30;"M";33;"Comedia";33;"white";86;39;72;"";;;
"10543";"United States of America";"Clancy Brown";62;1959;79;28;"M";26;"Drama";38;"white";99;41;84;"";;;
"311";"France";"Gerard Blain";;1930;17;0;"M";;"Drama";54;"white";99;28;55;"";"Direccion";5;40
"506920";"France";"Damien Bonnard";42;1978;14;0;"M";33;"Drama";48;"white";47;27;103;"";;;
"4839";"France";"Evelyne Bouix";67;1953;10;2;"F";33;"Comediadramatica";40;"white";34;33;78;"";;;
"668";"France";"Jean-Louis Barrault";;1910;;;"M";;"";;"white";98;28;35;;;;
"415063";;"Pere Braso";;;;;"M";;"";;"latino hispanic";33;33;;;;;
"50407";"France";"Josephine Berry";29;1992;;;"F";;"";;"white";100;23;117;;;;
"15356";"United States of America";"Michael Badalucco";66;1954;26;11;"M";28;"Drama";38;"white";47;38;79;"";;;
"459813";;"Jackson Beals";;;3;8;"M";;"Accion";40;"white";81;28;;"";;;
"52582";"United States of America";"Jodi Benson";;;14;1;"F";;"Animacion";50;"white";26;34;;"";;;
"101";"France";"Richard Bohringer";80;1941;39;0;"M";42;"Drama";36;"middle eastern";42;46;66;"";;;
"160829";"United Kingdom";"David Bailie";;;;;"M";;"";;"white";72;27;;;;;
"63683";"Canada";"JR Bourne";50;1970;18;24;"M";27;"Suspense";32;"white";38;33;95;"";;;
"751";"United Kingdom";"David Bowie";;1947;19;2;"M";;"Drama";50;"white";99;29;72;"";"Musica";2;100
"13772";"United States of America";"William Baldwin";58;1963;28;11;"M";28;"Comedia";30;"white";58;39;88;"";"Reparto";1;100
"5902";"France";"Emmanuelle Beart";57;1963;28;0;"F";28;"Drama";44;"latino hispanic";38;29;88;"";;;
"1068";"United States of America";"Michael Biehn";64;1956;37;4;"M";25;"Suspense";39;"middle eastern";40;40;81;"";"Direccion";3;33
"40239";;"Whit Bissell";;1909;34;3;"M";;"Drama";38;"white";69;23;34;"";;;
"979";"Belgium";"Lucas Belvaux";59;1961;25;0;"M";23;"Drama";42;"white";40;28;86;"";"Direccion";15;47
"111731";"United States of America";"Matt Bushell";;;5;24;"M";;"Romantico";33;"black";99;30;;"";;;
"110173";;"David Barrera";;;5;36;"M";;"Drama";43;"white";50;23;;"";;;
"2752";;"Nigel Bruce";;1895;21;0;"M";;"Drama";35;"white";99;30;20;"";;;
"63957";"United States of America";"Dee Bradley Baker";58;1962;22;16;"M";36;"Animacion";39;"asian";48;32;87;"";;;
"214734";"France";"Radivoje Bukvic";41;1979;12;0;"M";33;"Accion";36;"white";42;25;104;"";;;
"186091";"United Kingdom";"Russell Brand";45;1975;23;2;"M";28;"Comedia";42;"white";98;24;100;"";"Direccion de produccion";4;75
"91376";"Spain";"Maria Botto";;;17;7;"F";;"Drama";43;"asian";59;28;;"";"Guion";1;100
"2615";"United States of America";"Candice Bergen";74;1946;31;5;"F";22;"Drama";39;"white";100;32;71;"";;;
"73260";"United States of America";"Justin Bartha";42;1978;21;3;"M";21;"Comedia";45;"white";99;26;103;"";"Produccion";1;100
"218052";"United States of America";"Billy Brown (II)";50;1970;9;17;"M";24;"Aventura";33;"black";100;33;95;"";;;
"216573";"New Zealand";"Kerry Bishe";36;1984;10;9;"F";26;"Suspense";38;"white";100;28;109;"";;;
"29358";"United Kingdom";"Hugh Bonneville";57;1963;38;9;"M";32;"Drama";46;"white";100;25;88;"";;;
"21596";;"Robert Butler";93;1927;6;5;"M";59;"Comedia";44;"white";99;40;52;"";"Direccion";7;86
"128013";;"Paula Boudreau";;;6;11;"F";;"Suspense";29;"white";90;30;;"";;;
"13412";"Italy";"Fabrizio Bentivoglio";;;24;1;"M";;"Comediadramatica";38;"white";89;39;;"";"Guion";2;50
"30275";;"Graham Beckel";;;24;23;"M";;"Suspense";35;"white";99;33;;"";;;
"49599";"United States of America";"Eric Braeden";77;1943;10;6;"M";28;"Comedia";30;"white";50;49;68;"";;;
"3952";;"Mario Bava";;1914;15;0;"M";;"Terror";42;"white";63;27;39;"";"Direccion";32;41
"203266";"Spain";"Jose Maria Blanco";;;22;0;"M";;"Drama";50;"white";100;43;;"";"Direccion";3;33
"30";"France";"Marcel Bozzuffi";;1929;26;0;"M";;"Drama";38;"white";87;27;54;"";"Direccion";2;50
"18193";"Mexico";"Bruno Bichir";53;1967;17;3;"M";27;"Comedia";27;"middle eastern";34;40;92;"";;;
"6593";"United Kingdom";"Jim Broadbent";71;1949;78;7;"M";31;"Drama";36;"white";89;51;74;"";"Guion";1;100
"92536";"Republic of Korea";"Doona Bae";41;1979;10;2;"F";21;"Drama";43;"asian";100;31;104;"";;;
"104792";"United States of America";"Rachel Bilson";39;1981;8;12;"F";22;"Comedia";33;"white";100;31;106;"";;;
"105164";"United States of America";"James Badge Dale";42;1978;22;8;"M";13;"Drama";47;"white";76;28;103;"";;;
"12471";"United States of America";"Xander Berkeley";65;1955;67;26;"M";28;"Drama";38;"white";96;36;80;"";"Direccion de produccion";1;100
"84098";;"M.J. Bassett";;;;;"F";;"";;"white";68;29;;;"Direccion";6;100
"30889";"Spain";"Fortunio Bonanova";;1895;21;0;"M";;"Drama";50;"white";79;29;20;"";;;
"27633";"United States of America";"Craig R. Baxley";71;1949;11;9;"M";27;"Drama";30;"white";78;34;74;"";"Direccion";13;92
"72284";"United Kingdom";"Jeremy Bulloch";;1945;18;1;"M";;"Crimen";29;"white";97;39;70;"";;;
"431022";"United States of America";"Will Beinbrink";;;7;6;"M";;"Drama";45;"latino hispanic";34;34;;"";;;
"39547";"France";"Laurent Bateau";;;33;7;"M";;"Comedia";41;"white";53;38;;"";;;
"1938";"France";"Dominique Besnehard";67;1954;40;2;"M";29;"Comedia";47;"white";56;43;79;"";"Reparto";7;100
"409362";"Canada";"Ashleigh Ball";38;1983;10;3;"F";25;"Animacion";59;"white";33;32;108;"";;;
"17042";"United Kingdom";"Danny Boyle";64;1956;22;1;"M";32;"Suspense";33;"white";43;39;81;"";"Direccion";29;66
"22363";"United States of America";"Edward Burns";53;1968;24;5;"M";31;"Suspense";28;"white";65;27;93;"";"Direccion";11;82
"1180";"Sweden";"Ingrid Bergman";;1915;26;0;"F";;"Drama";50;"white";77;25;40;"";;;
"8809";"United States of America";"Lorraine Bracco";66;1954;22;7;"F";33;"Comedia";33;"white";43;34;79;"";"Direccion";1;100
"10774";"United Kingdom";"David Bradley";78;1942;28;14;"M";39;"Fantasia";31;"white";92;45;67;"";;;
"9239";"France";"Christine Brucher";;;;;"F";;"";;"white";100;25;;;;;
"64841";;"Joel Bissonnette";;;8;14;"M";;"Drama";45;"white";37;30;;"";;;
"7786";"United States of America";"James Best";;1926;21;1;"M";;"Western";57;"white";47;51;51;"";;;
"14937";;"Linda Bassett";;;13;3;"F";;"Drama";38;"white";99;36;;"";;;
"12146";;"Harold Becker";92;1928;12;0;"M";55;"Suspense";47;"middle eastern";51;45;53;"";"Direccion";15;73
"633";"Italy";"Bernardo Bertolucci";;1941;20;0;"M";;"Drama";64;"white";60;29;66;"";"Direccion";31;48
"67548";"France";"Brigitte Bardot";86;1934;21;0;"F";19;"Drama";35;"white";92;29;59;"";;;
"226043";"Spain";"Álex Barahona";40;1980;;;"M";;"";;"white";48;24;105;;;;
"234624";;"Irina Bjorklund";;;;;"F";;"";;"latino hispanic";36;26;;;;;
"92935";"United States of America";"Shane Brolly";;;;;"M";;"";;"white";72;42;;;;;
"218676";"United States of America";"Tony Bentley";;;19;7;"M";;"Drama";52;"white";88;29;;"";;;
"17420";;"Jean Benguigui";76;1944;31;2;"M";34;"Comedia";57;"white";47;26;69;"";;;
"67966";"United States of America";"Michael Bacall";;;16;4;"M";;"Drama";39;"black";38;32;;"";"Guion";6;100
"104906";"United States of America";"Jennifer Blanc-Biehn";46;1974;9;6;"F";20;"Suspense";55;"asian";72;35;99;"";"Direccion de produccion";1;100
"90";"France";"Juliet Berto";;1947;11;0;"F";;"Drama";50;"white";50;29;72;"";"Direccion";2;50
"237584";"France";"Aurore Broutin";38;1982;;;"F";;"";;"white";100;25;107;;"Reparto";1;100
"192";;"Jean-Francois Balmer";74;1946;31;1;"M";31;"Drama";38;"white";97;29;71;"";;;
"2315";"France";"Fabienne Babe";58;1962;16;0;"F";28;"Drama";38;"white";85;33;87;"";;;
"237326";"France";"Francois Bureloup";51;1969;11;4;"M";41;"Comedia";50;"white";50;38;94;"";;;
"666";"France";"Pierre Brasseur";;1905;20;0;"M";;"Drama";44;"white";64;29;30;"";;;
"60863";;"Steve Boyum";68;1952;7;19;"M";48;"Accion";29;"white";82;36;77;"";"Direccion";11;82
"97131";"United States of America";"Ty Burrell";53;1967;20;9;"M";34;"Comedia";38;"middle eastern";59;28;92;"";;;
"79528";"Republic of Korea";"Lee Byung-Hun";50;1970;16;0;"M";33;"Suspense";32;"asian";32;27;95;"";;;
"261629";"Spain";"Nausicaa Bonnin";35;1985;8;6;"F";23;"Drama";56;"latino hispanic";87;23;110;"";;;
"479752";"United States of America";"Owen Burke (II)";28;1992;;;"M";;"";;"asian";51;23;117;;;;
"9527";"France";"Karim Belkhadra";57;1963;14;1;"M";34;"Comedia";38;"middle eastern";97;41;88;"";;;
"167079";;"Alexandre Bustillo";45;1975;;;"M";;"";;"middle eastern";47;24;100;;"Direccion";9;56
"474002";;"Ned Benson";;;;;"M";;"";;"white";99;27;;;"Guion";8;50
"138662";"United States of America";"Robby Benson";65;1956;16;4;"M";29;"Drama";40;"white";61;32;81;"";"Guion";1;100
"48852";"United States of America";"Chris Brown";31;1989;;;"M";;"";;"black";99;26;114;;;;
"79269";"United States of America";"Omar Benson Miller";42;1978;12;8;"M";25;"Drama";43;"latino hispanic";29;34;103;"";;;
"25743";"United States of America";"James Belushi";66;1954;52;7;"M";28;"Comedia";41;"white";68;43;79;"";"Musica";1;100
"8338";"France";"Jacques Boudet";81;1939;45;2;"M";38;"Drama";30;"white";61;37;64;"";;;
"10483";"United States of America";"Ethel Barrymore";;1879;11;0;"F";;"Drama";38;"white";43;39;4;"";;;
"54252";;"George Baker";;1931;11;3;"M";;"Suspense";31;"white";64;23;56;"";;;
"17756";"France";"Marc Barbe";59;1961;26;4;"M";34;"Drama";63;"white";99;36;86;"";;;
"23904";"United States of America";"Raymond J. Barry";82;1939;32;23;"M";41;"Drama";47;"white";92;39;64;"";;;
"92932";"Mexico";"Kuno Becker";43;1978;8;4;"M";32;"Drama";50;"white";58;23;103;"";;;
"189412";"Spain";"Jorge Bosch";54;1967;10;10;"M";32;"Comedia";45;"middle eastern";46;23;92;"";;;
"18158";"Spain";"Ramon Barea";71;1949;50;6;"M";40;"Drama";39;"white";100;24;74;"";"Direccion";3;67
"230336";"United States of America";"Wilson Bethel";37;1984;5;12;"M";22;"Drama";50;"white";75;28;109;"";;;
"3914";"France";"Carole Bouquet";63;1957;25;4;"F";22;"Comedia";40;"white";100;30;82;"";;;
"9270";"Spain";"Bigas Luna";;1946;19;0;"M";;"Drama";64;"white";86;49;71;"";"Direccion";34;53
"651230";"United Kingdom";"Billy Boyd";;;;;"M";;"";;;;;;;;;
"112814";;"Danny Burstein";;;4;12;"M";;"Drama";43;"white";39;30;;"";;;
"59744";"United States of America";"Richard Brooks (II)";58;1962;8;19;"M";28;"Accion";38;"black";100;33;87;"";;;
"245900";"United Kingdom";"Lorraine Burroughs";;;2;10;"F";;"Drama";50;"white";63;29;;"";;;
"91257";"Germany";"Martin Brambach";;;19;3;"M";;"Drama";53;"white";40;42;;"";;;
"138535";;"Marcus Lyle Brown";;;24;7;"M";;"Drama";38;"black";89;25;;"";;;
"6494";"United States of America";"Tim Burton";62;1958;39;1;"M";24;"Fantasia";42;"middle eastern";71;32;83;"";"Direccion";24;88
"22426";"United States of America";"Adrien Brody";47;1973;54;2;"M";17;"Drama";49;"white";72;27;98;"";"Direccion de produccion";5;100
"2130";"United States of America";"Kevin Bacon";62;1958;56;10;"M";21;"Suspense";36;"white";47;29;83;"";"Musica";2;100
"224099";"United States of America";"Cameron Boyce";;1999;8;9;"M";;"Comedia";36;"white";34;22;124;"";;;
"104434";;"Morena Baccarin";41;1979;12;15;"F";19;"Accion";38;"white";56;31;104;"";;;
"17580";"Italy";"Monica Bellucci";56;1964;50;4;"F";30;"Drama";40;"asian";48;31;89;"";;;
"80899";"United States of America";"Elizabeth Banks";47;1974;60;15;"F";26;"Comedia";34;"latino hispanic";32;32;99;"";"Direccion";7;86
"21971";"United States of America";"Jack Black";51;1969;58;8;"M";24;"Comedia";55;"white";90;40;94;"";"Guion";2;50
"5894";"United Kingdom";"Helena Bonham Carter";54;1966;60;6;"F";21;"Drama";38;"white";95;33;91;"";;;
"9806";"United States of America";"Bonnie Bedelia";75;1946;25;5;"F";25;"Drama";44;"white";100;32;71;"";;;
"699";"United States of America";"Ellen Burstyn";88;1932;55;6;"F";34;"Drama";63;"asian";100;30;57;"";;;
"361";"Sweden";"Ingmar Bergman";;1918;44;0;"M";;"Drama";76;"middle eastern";51;24;43;"";"Direccion";78;49
"2766";;"Steven Bauer";64;1956;29;16;"M";27;"Drama";39;"white";53;39;81;"";;;
"1780";"United States of America";"Mel Brooks";94;1926;34;4;"M";34;"Comedia";55;"latino hispanic";26;48;51;"";"Direccion de produccion";57;26
"38440";"France";"Olivier Baroux";57;1964;10;1;"M";40;"Comedia";64;"white";53;39;89;"";"Guion";9;56
"70367";"United States of America";"Paul Benedict";;1938;13;2;"M";;"Comedia";47;"white";74;23;63;"";;;
"3231";;"Rachid Bouchareb";67;1953;27;0;"M";42;"Drama";57;"white";70;28;78;"";"Direccion de produccion";38;58
"171124";"United Kingdom";"Andrew Brooke";;;8;8;"M";;"Aventura";33;"white";100;26;;"";;;
"19263";"France";"Dominique Bettenfeld";;;20;3;"M";;"Drama";29;"white";52;37;;"";;;
"12932";"Spain";"Maria Barranco";59;1961;48;1;"F";24;"Comedia";55;"white";100;34;86;"";;;
"243333";"United States of America";"Annalise Basso";22;1998;9;10;"F";13;"Drama";30;"white";64;24;123;"";;;
"244281";"Argentina";"Luis Brandoni";80;1940;13;1;"M";37;"Comedia";41;"white";54;28;65;"";;;
"1831";"France";"Bernard Blier";;1916;34;0;"M";;"Drama";38;"white";100;24;41;"";;;
"19336";"France";"Eric Berger";51;1969;13;3;"M";27;"Comedia";50;"white";100;34;94;"";"Guion";1;100
"446";"France";"Jean Bouise";;1929;21;0;"M";;"Drama";50;"latino hispanic";37;31;54;"";;;
"110772";"United States of America";"Ezra Buzzington";63;1957;16;11;"M";41;"Drama";33;"white";99;27;82;"";;;
"107784";"Canada";"John Bourgeois";64;1956;13;19;"M";40;"Drama";53;"white";100;41;81;"";;;
"15358";"United States of America";"Katherine Borowitz";66;1954;11;3;"F";36;"Comediadramatica";36;"white";100;35;79;"";;;
"93992";"United States of America";"Cameron Bright";28;1993;16;2;"M";17;"Drama";35;"white";97;21;118;"";;;
"34329";"United States of America";"Kathy Baker";70;1950;58;21;"F";35;"Drama";54;"white";82;34;75;"";;;
"781178";"Equatorial Guinea";"Bore Buika";;;;;"M";;"";;"black";100;28;;;;;
"1147";"United Kingdom";"Richard Burton";;1925;39;0;"M";;"Drama";53;"latino hispanic";61;39;50;"";"Direccion de produccion";3;67
"24485";;"Berenice Bejo";44;1976;26;1;"F";18;"Drama";60;"white";45;31;101;"";;;
"93918";"Spain";"Alex Brendemuhl";48;1972;40;1;"M";32;"Drama";64;"middle eastern";47;27;97;"";"Guion";1;100
"92608";"Canada";"Lindy Booth";42;1979;13;14;"F";22;"Terror";31;"white";90;32;104;"";;;
"21131";"France";"Sacha Bourdo";59;1962;14;1;"M";37;"Comedia";57;"white";52;26;87;"";;;
"5374";"Australia";"Steve Bisley";69;1951;;;"M";;"";;"white";95;33;76;;;;
"70141";"France";"Maurice Barthelemy";51;1969;;;"M";;"";;"white";99;33;94;;"Guion";3;67
"12603";"Italy";"Anna Bonaiuto";71;1950;13;1;"F";43;"Drama";43;"white";44;35;75;"";;;
"109510";"United States of America";"Gregg Binkley";;;7;8;"M";;"Drama";36;"white";50;26;;"";;;
"192930";;"AJ Bowen";43;1977;;;"M";;"";;"white";30;40;102;;;;
"11007";"France";"Patrick Bruel";61;1959;27;1;"M";24;"Comedia";41;"white";49;25;84;"";"Musica";1;100
"208640";"United States of America";"Brianna Brown";41;1979;6;22;"F";26;"Comedia";40;"white";79;31;104;"";;;
"25861";"Morocco";"Faouzi Bensaidi";54;1967;;;"M";;"";;"white";34;30;92;;"Direccion";7;43
"198809";"United States of America";"Chad Brummett";;;16;3;"M";;"Drama";35;"white";97;30;;"";;;
"63720";"Australia";"Ian Bliss";;;8;5;"M";;"Accion";36;"white";63;23;;"";;;
"23284";;"Valeria Bruni Tedeschi";56;1964;42;1;"F";28;"Drama";38;"white";75;38;89;"";"Direccion";8;50
"244700";"Spain";"Marcel Borras";31;1989;9;7;"M";19;"Drama";55;"white";97;33;114;"";;;
"662";"United States of America";"Anne Bancroft";;1931;45;2;"F";;"Drama";45;"white";99;33;56;"";;;
"65577";"United Kingdom";"Perry Benson";59;1961;10;6;"M";25;"Drama";45;"asian";35;34;86;"";;;
"38861";"Italy";"Giuseppe Battiston";52;1968;17;2;"M";34;"Comedia";44;"middle eastern";34;37;93;"";;;
"10030";"France";"Pascal Bonitzer";75;1946;31;0;"M";46;"Drama";52;"white";48;39;71;"";"Guion";25;88
"128092";"United States of America";"Ashlie Brillault";33;1987;;;"F";;"";;"white";73;26;112;;;;
"11562";"Switzerland";"Carlo Brandt";66;1954;25;3;"M";29;"Drama";48;"asian";28;29;79;"";;;
"497200";"United States of America";"Danny Blanco Hall";;;10;2;"M";;"Drama";42;"indian";37;22;;"";;;
"27481";"France";"Bernard Blancan";62;1958;20;1;"M";35;"Drama";50;"white";83;31;83;"";"Direccion";1;100
"38466";"United States of America";"Jesse Bradford";41;1979;25;8;"M";8;"Drama";40;"white";55;27;104;"";;;
"56279";"United States of America";"Rob Brown";37;1984;9;4;"M";19;"Drama";50;"black";100;29;109;"";;;
"4869";"United States of America";"Gary Busey";76;1944;49;6;"M";28;"Accion";40;"white";100;25;69;"";"Musica";1;100
"4244";"United States of America";"Stephen Boyd";;1928;19;0;"M";;"Drama";50;"white";90;36;53;"";;;
"28871";"France";"Eric Bonicatto";;;12;1;"M";;"Drama";44;"middle eastern";52;35;;"";;;
"564094";"United States of America";"Troy Baker";45;1976;;;"M";;"";;"white";99;26;101;;;;
"2027";;"Michel Boujenah";68;1952;14;0;"M";43;"Comedia";50;"middle eastern";40;44;77;"";"Direccion";2;50
"115642";"United States of America";"Brendan Beiser";;;8;9;"M";;"Drama";30;"white";87;30;;"";;;
"136950";;"Elie Belvaux";;;;;"M";;"";;"asian";58;28;;;;;
"71892";"Argentina";"Eduardo Blanco";;;10;2;"M";;"Drama";33;"white";39;39;;"";;;
"747";"United States of America";"Powers Boothe";;1948;22;5;"M";;"Accion";41;"white";99;36;73;"";;;
"38758";"United States of America";"Spencer Breslin";28;1992;20;2;"M";11;"Comedia";48;"white";93;30;117;"";;;
"228980";"United States of America";"Chloe Bridges";29;1991;9;7;"F";18;"Comedia";54;"latino hispanic";40;26;116;"";;;
"3311";"Austria";"Helmut Berger";76;1944;27;2;"M";23;"Drama";64;"white";62;29;69;"";;;
"29158";"United States of America";"Reb Brown";72;1948;10;2;"M";56;"Accion";45;"white";99;28;73;"";;;
"25382";"Australia";"Paul Blackwell";;;20;3;"M";;"Drama";31;"white";70;38;;"";;;
"3877";;"Susanne Bier";60;1960;11;2;"F";44;"Drama";53;"white";94;35;85;"";"Direccion";17;71
"44726";"United States of America";"Eric Balfour";43;1977;22;16;"M";19;"Suspense";32;"white";60;25;102;"";"Direccion";2;50
"161979";"United States of America";"John Boyd";39;1981;5;8;"M";26;"Suspense";38;"white";66;23;106;"";;;
"37549";"United States of America";"Scott Bakula";66;1954;15;11;"M";39;"Drama";44;"white";42;40;79;"";;;
"2497";"France";"Patrick Bouchitey";74;1946;24;3;"M";39;"Comedia";53;"black";74;43;71;"";;;
"32889";"France";"Francoise Bertin";;1925;23;1;"F";;"Drama";35;"white";73;42;50;"";;;
"200805";;"Susanne Bormann";41;1979;;;"F";;"";;"indian";25;24;104;;;;
"200489";"France";"Jean-Louis Barcelona";46;1975;25;2;"M";29;"Comedia";68;"white";100;37;100;"";;;
"475892";;"Rasmus Bjerg";44;1976;;;"M";;"";;"white";50;35;101;;;;
"3060";"Italy";"Lucia Bose";;1931;23;0;"F";;"Drama";70;"white";35;46;56;"";"Direccion";1;100
"26802";"United States of America";"Dylan Baker";61;1959;46;27;"M";29;"Drama";39;"white";66;41;84;"";;;
"29430";"United States of America";"Emily Bergl";45;1975;9;25;"F";25;"Drama";29;"white";99;32;100;"";;;
"71818";"United Kingdom";"David Beckham";45;1975;;;"M";;"";;"white";100;26;100;;;;
"76411";;"Charles Barton";;1902;;;"M";;"";;"white";93;27;27;;"Direccion";6;100
"1187";"France";"Maurice Benichou";;1943;24;0;"M";;"Comediadramatica";27;"latino hispanic";48;48;68;"";;;
"105453";;"Jamie Babbit";;;6;42;"F";;"Comedia";29;"white";44;31;;"";"Direccion";10;80
"1941";"United Kingdom";"Jane Birkin";74;1946;32;0;"F";26;"Drama";38;"white";84;36;71;"";"Produccion";1;100
"12344";"United States of America";"Peter Berg";57;1964;44;9;"M";25;"Drama";30;"white";31;28;89;"";"Direccion";22;73
"37987";"United States of America";"Adam Baldwin";59;1962;37;20;"M";21;"Drama";42;"white";74;30;87;"";;;
"113762";"United States of America";"Jason Butler Harner";50;1970;10;21;"M";33;"Suspense";40;"white";80;26;95;"";;;
"73483";"Spain";"Asuncion Balaguer";;1925;28;5;"M";;"Drama";50;"white";82;37;50;"";;;
"658193";;"Kenneth Kynt Bryan";;;9;2;"M";;"Drama";46;"black";100;25;;"";;;
"222483";"United States of America";"Edrick Browne";;;23;0;"M";;"Suspense";37;"black";100;32;;"";"Direccion";1;100
"78254";"United States of America";"Abigail Breslin";24;1996;33;6;"F";7;"Comedia";38;"white";65;24;121;"";;;
"6049";"United States of America";"Drew Barrymore";46;1975;52;4;"F";9;"Comedia";45;"white";100;29;100;"";"Direccion";5;60
"6692";"United States of America";"Kim Basinger";67;1953;36;4;"F";26;"Drama";38;"white";79;32;78;"";;;
"16228";"Spain";"Javier Bardem";52;1969;53;1;"M";23;"Drama";48;"middle eastern";39;37;94;"";;;
"18770";"United States of America";"Jessica Biel";39;1982;34;5;"F";16;"Drama";28;"white";99;27;107;"";"Musica";3;100
"19062";"United States of America";"Halle Berry";54;1966;42;4;"F";26;"Drama";26;"white";96;34;91;"";"Direccion";1;100
"133997";"New Zealand";"Manu Bennett";51;1969;9;8;"M";27;"Accion";29;"white";45;29;94;"";;;
"122993";"United States of America";"Jon Bernthal";44;1976;27;14;"M";27;"Drama";49;"white";74;24;101;"";;;
"708";"United States of America";"Lauren Bacall";;1924;39;2;"F";;"Drama";45;"white";100;28;49;"";;;
"16342";"United States of America";"Stephen Baldwin";54;1966;33;1;"M";30;"Drama";39;"latino hispanic";21;26;91;"";"Direccion de produccion";1;100
"6209";"United States of America";"Beau Bridges";79;1941;48;19;"M";29;"Drama";40;"latino hispanic";39;44;66;"";"Direccion";1;100
"25534";"United States of America";"Amy Brenneman";56;1964;17;14;"F";31;"Drama";44;"white";71;24;89;"";"Posproduccion";1;100
"126847";"Belgium";"Jean-Michel Balthazar";54;1967;9;3;"M";33;"Drama";42;"white";89;30;92;"";;;
"19161";"France";"Serge Bozon";48;1972;13;0;"M";25;"Drama";38;"white";75;26;97;"";"Direccion";4;50
"102134";"Italy";"Marisa Borini";;;;;"F";;"";;"white";35;34;;;;;
"113089";"United States of America";"James Biberi";55;1965;10;11;"M";33;"Suspense";33;"middle eastern";31;30;90;"";;;
"17369";"Switzerland";"Antoine Basler";54;1966;21;3;"M";28;"Comedia";39;"white";97;36;91;"";;;
"248841";"Denmark";"Rasmus Botoft";49;1972;;;"M";;"";;"white";95;42;97;;"Guion";1;100
"29371";"United States of America";"Michael Beach";57;1963;37;35;"M";25;"Drama";47;"black";100;23;88;"";;;
"101437";"Spain";"Cristina Brondo";;;14;4;"F";;"Comedia";43;"white";86;28;;"";;;
"981";"France";"Jacques Bonnaffe";62;1958;40;1;"M";26;"Drama";43;"white";91;32;83;"";;;
"21984";"United States of America";"Tobin Bell";78;1942;24;15;"M";48;"Terror";34;"white";71;39;67;"";;;
"49663";"United States of America";"Drake Bell";34;1986;10;7;"M";10;"Comedia";38;"white";98;23;111;"";;;
"1327";"France";"Myriam Boyer";72;1948;18;1;"F";29;"Drama";38;"asian";42;33;73;"";;;
"83763";"Ireland";"Brid Brennan";66;;9;3;"F";29;"Drama";56;"white";95;35;;"";;;
"3891";"United Kingdom";"Steven Berkoff";83;1937;32;9;"M";24;"Suspense";27;"white";89;29;62;"";;;
"457892";"United States of America";"Karan Brar";22;1999;;;"M";;"";;"indian";98;30;124;;;;
"3554";"France";"Francis Blanche";;1921;21;0;"M";;"Comedia";53;"white";33;34;46;"";"Guion";1;100
"67239";"Italy";"Paolo Briguglia";46;1974;10;1;"M";28;"Historico";29;"indian";29;37;99;"";;;
