"Id";"country";"actor_name";"edad";"year_nacimiento";"pelis";"series";"genero_def";"edad_inicio_carrera";"genero_cine_main";"porc_genero_cine_main";"type_race";"prob_race";"age_by_picture";"year_nacimiento_from_1875";"author_graph";"profesion_main";"total_trabajos";"porc_profesion_main"
"137539";;"Eric Lavaine";58;1962;;;"M";;"";;"latino hispanic";31;27;87;;"Direccion";10;50
"105";"France";"Bernadette Lafont";;1938;34;1;"F";;"Drama";35;"white";100;40;63;"";;;
"83591";"United Kingdom";"Natasha Little";51;1969;9;12;"F";32;"Drama";44;"white";91;32;94;"";;;
"97803";"United Kingdom";"Roger Lloyd-Pack";;1944;12;3;"M";;"Drama";42;"latino hispanic";24;40;69;"";;;
"65048";"United States of America";"Erica Leerhsen";45;1976;7;5;"F";32;"Terror";33;"latino hispanic";44;33;101;"";;;
"4914";"United States of America";"Heather Langenkamp";56;1964;;;"F";;"";;"asian";30;32;89;;;;
"815";;"Margarita Lozano";90;1931;19;0;"F";39;"Drama";47;"white";100;24;56;"";;;
"6099";"France";"Noemie Lvovsky";56;1964;33;1;"F";29;"Drama";41;"white";97;29;89;"";"Guion";17;65
"20815";"France";"Philippe Le Guay";64;1956;11;0;"M";36;"Comedia";45;"white";61;33;81;"";"Guion";13;54
"247508";"United States of America";"Emma Lahana";;;;;"F";;"";;"white";100;24;;;;;
"134170";"Hong Kong, SAR";"Hoi-Pang Lo";;;;;"M";;"";;"asian";100;44;;;;;
"35325";"United States of America";"Jay Leno";70;1950;21;18;"M";41;"Comedia";45;"white";69;25;75;"";;;
"4397";"United Kingdom";"Anna Lee";;1913;19;0;"F";;"Drama";53;"white";100;30;38;"";;;
"166672";;"Sebastian Lelio";47;1974;;;"M";;"";;"white";99;26;99;;"Direccion";15;47
"5992";"United Kingdom";"Angela Lansbury";95;1925;50;4;"F";21;"Drama";39;"white";100;34;50;"";;;
"1305";"United Kingdom";"Christopher Lee";;1922;114;1;"M";;"Aventura";35;"white";59;47;47;"Christopher Lee";;;
"828081";"Spain";"Patricia Lopez Arnaiz";39;1981;;;"F";;"";;"white";51;30;106;;;;
"6407";"United States of America";"Stephen Lang";68;1952;47;10;"M";35;"Suspense";29;"white";99;46;77;"";"Direccion de produccion";2;50
"32973";"United States of America";"Josh Lucas";49;1971;50;4;"M";23;"Drama";55;"white";98;26;96;"";"Direccion de produccion";1;100
"206";"Italy";"Sophia Loren";86;1934;41;0;"F";25;"Drama";37;"white";38;31;59;"";;;
"96387";"Italy";"Luca Lionello";57;1964;;;"M";;"";;"white";99;32;89;;;;
"17055";"Belgium";"Johan Leysen";71;1950;34;3;"M";37;"Drama";63;"middle eastern";68;36;75;"";;;
"51706";;"Malcolm D. Lee";51;1970;13;2;"M";32;"Comedia";73;"black";100;34;95;"";"Direccion";21;62
"94956";"United States of America";"Kathy Lamkin";;;12;5;"F";;"Drama";36;"white";96;26;;"";;;
"47710";"United States of America";"Jennifer Lynch";52;1968;6;22;"F";27;"Drama";40;"black";45;27;93;"";"Guion";10;50
"111933";"United States of America";"Samm Levine";39;1982;9;20;"M";21;"Comedia";63;"white";70;23;107;"";"Direccion de produccion";1;100
"60215";"United States of America";"James Landry Hebert";36;1984;17;8;"M";27;"Drama";33;"white";91;34;109;"";;;
"48745";;"Faizon Love";52;1968;23;6;"M";28;"Comedia";62;"black";100;34;93;"";;;
"88311";"United States of America";"Phill Lewis";;;6;40;"M";;"Comedia";47;"black";100;27;;"";"Direccion";4;100
"215404";"United Kingdom";"Julian Lewis Jones";52;1968;6;7;"M";41;"Accion";30;"white";52;34;93;"";;;
"201842";;"Cung Le";;;9;3;"M";;"Accion";50;"black";56;27;;"";"Direccion de produccion";2;50
"34730";"Germany";"Heiner Lauterbach";;;19;2;"M";;"Drama";31;"white";77;27;;"";;;
"182507";"United Kingdom";"Alice Lowe";44;1977;9;4;"F";32;"Comedia";37;"white";58;23;102;"";"Guion";3;67
"122231";"United States of America";"Chuck Low";;1937;;;"M";;"";;"white";97;33;62;;;;
"9006";"Spain";"Chete Lera";;;22;3;"M";;"Drama";32;"latino hispanic";32;39;;"";;;
"69081";"Ireland";"Cillian Murphy";44;1976;38;1;"M";23;"Suspense";36;"white";57;29;101;"";;;
"105127";"United States of America";"Jason Momoa";41;1979;17;6;"M";21;"Accion";40;"white";40;27;104;"";"Direccion de produccion";1;100
"19334";"United States of America";"Matthew McConaughey";51;1969;55;3;"M";25;"Drama";41;"white";100;32;94;"";"Musica";1;100
"81263";"Canada";"Rachel McAdams";42;1978;30;1;"F";25;"Romantico";31;"white";89;32;103;"";;;
"104705";"United States of America";"Chloe Grace Moretz";24;1997;41;6;"F";8;"Drama";35;"white";85;21;122;"";;;
"85120";"United Kingdom";"James McAvoy";41;1979;38;4;"M";17;"Drama";33;"white";85;26;104;"";"Direccion de produccion";1;100
"150227";"United States of America";"Joe Manganiello";44;1976;15;19;"M";27;"Accion";35;"white";43;30;101;"";"Direccion de produccion";1;100
"111951";"United States of America";"Leighton Meester";34;1986;13;18;"F";13;"Drama";29;"white";51;32;111;"";;;
"123718";"Spain";"Kira Miro";;;12;7;"F";;"Comedia";58;"white";88;29;;"";;;
"1919";"Italy";"Ornella Muti";66;1955;42;0;"F";20;"Drama";39;"white";42;32;80;"";;;
"84638";"United States of America";"Chris Marquette";36;1984;17;14;"M";14;"Comedia";35;"white";67;25;109;"";;;
"733";"United Kingdom";"John Mills";;1908;35;0;"M";;"Drama";48;"latino hispanic";41;45;33;"";;;
"215084";"Canada";"Niall Matter";40;1980;3;15;"M";29;"Cienciaficcion";33;"white";85;27;105;"";;;
"2874";"United States of America";"Cathy Moriarty";60;1960;27;5;"F";22;"Comedia";43;"white";98;32;85;"";;;
"68822";"United States of America";"Mike Mitchell (V)";;;12;2;"M";;"Animacion";31;"middle eastern";48;33;;"";"Direccion";8;88
"219928";"Canada";"Matthew MacCaull";43;1978;6;8;"M";30;"Suspense";38;"white";100;36;103;"";;;
"95345";"France";"Anne Marivin";47;1974;16;0;"F";27;"Comedia";47;"white";99;33;99;"";;;
"3052";"France";"Jean-Paul Muel";;;17;1;"M";;"Drama";42;"middle eastern";42;42;;"";;;
"19651";;"John Milius";76;1944;24;2;"M";29;"Accion";31;"white";84;46;69;"";"Guion";28;61
"30289";"France";"Olivier Marchal";62;1958;25;2;"M";32;"Crimen";42;"white";48;35;83;"";"Direccion";7;57
"13177";"United States of America";"James Marshall";54;1967;11;6;"M";26;"Drama";42;"white";100;23;92;"";"Direccion";1;100
"1563";"United States of America";"Agnes Moorehead";;1900;29;2;"F";;"Drama";42;"white";89;37;25;"";;;
"513610";"United States of America";"Lamorne Morris";37;1983;7;6;"M";28;"Comedia";58;"black";100;25;108;"";;;
"447858";;"Luisa Merelas";;;;;"F";;"";;"white";100;33;;;;;
"8512";"United States of America";"Chris Mulkey";72;1948;41;35;"M";34;"Drama";39;"white";31;40;73;"";"Guion";1;100
"27667";"United States of America";"James Morrison";66;1954;8;27;"M";38;"Drama";36;"white";83;41;79;"";;;
"207508";"United Kingdom";"Martin McCann";37;1983;12;6;"M";26;"Drama";47;"white";100;29;108;"";;;
"174090";"Austria";"Karl Markovics";57;1963;15;3;"M";32;"Drama";53;"white";84;43;88;"";"Direccion";2;50
"10619";"Spain";"Guillermo Montesinos";;;30;2;"M";;"Comedia";72;"white";92;31;;"";;;
"25698";"United Kingdom";"Natascha McElhone";50;1971;21;4;"F";28;"Drama";43;"white";80;41;96;"";;;
"31545";"Spain";"Irene Montala";44;1976;19;9;"F";22;"Terror";27;"white";51;28;101;"";;;
"65720";"United States of America";"Mandy Moore";36;1984;28;12;"F";17;"Comedia";38;"white";47;29;109;"";"Musica";1;100
"547700";"United States of America";"Jane McNeill";;;11;4;"F";;"Drama";43;"white";99;23;;"";;;
"4569";"Italy";"Nanni Moretti";67;1953;19;0;"M";27;"Drama";38;"white";99;29;78;"";"Direccion";31;35
"24501";;"Tzi Ma";69;1951;22;37;"M";39;"Drama";35;"asian";100;30;76;"";;;
"94412";"India";"Piyush Mishra";;;;;"M";;"";;"indian";51;33;;;"Guion";2;50
"81228";"United States of America";"Leonard Mudie";;;12;0;"M";;"Drama";50;"middle eastern";29;26;;"";;;
"592735";;"Theodore Melfi";;;;;"M";;"";;"white";53;23;;;"Direccion de produccion";13;38
"4961";"United States of America";"Thomas Mitchell";;1892;26;15;"M";;"Drama";50;"indian";38;46;17;"";;;
"17162";"France";"Moussa Maaskri";58;1962;29;6;"M";35;"Crimen";30;"white";37;27;87;"";;;
"24385";"United States of America";"Roma Maffia";62;1958;13;20;"F";27;"Suspense";42;"white";59;31;83;"";;;
"40686";"United States of America";"Joel Murray";57;1963;13;19;"M";27;"Comedia";56;"white";95;39;88;"";;;
"6724";"United States of America";"Stephen McNally";;;15;0;"M";;"Western";44;"white";97;24;;"";;;
"33738";"United States of America";"Debra Monk";72;1949;26;27;"F";47;"Drama";40;"white";64;34;74;"";;;
"99569";"United States of America";"Tom McGrath";56;1964;16;1;"M";32;"Animacion";33;"white";99;28;89;"";"Direccion";12;75
"25271";"Australia";"Jacqueline McKenzie";53;1967;11;10;"F";26;"Drama";50;"white";54;25;92;"";;;
"110420";"United States of America";"David Marciano";61;1960;3;21;"M";32;"Comedia";40;"middle eastern";32;30;85;"";;;
"438910";"Denmark";"Soren Malling";57;1964;13;4;"M";37;"Suspense";31;"latino hispanic";27;34;89;"";;;
"69887";"United States of America";"Method Man";50;1971;25;15;"M";28;"Comedia";44;"black";34;27;96;"";"Musica";1;100
"8590";;"John Mahoney";;1940;29;7;"M";;"Comedia";28;"middle eastern";40;36;65;"";;;
"35331";;"Paul McGuigan";57;1963;8;12;"M";38;"Drama";38;"white";67;41;88;"";"Direccion";12;100
"19689";"United States of America";"Daryl Mitchell";51;1969;13;9;"M";23;"Comedia";65;"black";100;30;94;"";;;
"9056";"France";"Michele Mercier";82;1939;14;0;"F";64;"Comedia";30;"white";51;34;64;"";;;
"501901";;"Alex Mallari Jr.";33;1988;2;10;"M";25;"Accion";33;"indian";44;22;113;"";;;
"150126";"Spain";"Ivan Massague";44;1976;13;7;"M";28;"Comedia";38;"white";60;26;101;"";;;
"5091";"United States of America";"Leslie Mann";49;1972;35;4;"F";26;"Comedia";56;"white";97;32;97;"";;;
"16229";"Spain";"Jordi Molla";52;1968;61;4;"M";25;"Drama";48;"indian";35;30;93;"";"Direccion";7;57
"141507";"Canada";"Cory Monteith";;1982;9;8;"M";;"Fantasia";36;"white";60;29;107;"";;;
"98085";"United Kingdom";"William Moseley";33;1987;10;2;"M";19;"Aventura";38;"white";100;23;112;"";"Produccion";1;100
"730";"United States of America";"Robert Mitchum";;1917;95;0;"M";;"Drama";41;"white";50;35;42;"Robert Mitchum";"Direccion de produccion";3;67
"20658";"United States of America";"Shirley MacLaine";86;1934;58;2;"F";22;"Comedia";39;"asian";89;35;59;"";"Direccion";1;100
"85230";"United States of America";"Liliana Mumy";;;11;7;"F";;"Comedia";31;"asian";53;25;;"";;;
"9640";"United States of America";"Mako";;1933;28;9;"M";;"Accion";45;"asian";60;39;58;"";;;
"458909";"United States of America";"Joe Minoso";42;1978;;;"M";;"";;"asian";47;31;103;;;;
"33257";"Spain";"Juli Mira";;;22;1;"F";;"Drama";50;"latino hispanic";53;45;;"";;;
"195970";"United Kingdom";"Lucian Msamati";45;1976;2;10;"M";35;"Suspense";50;"black";100;33;101;"";;;
"489417";"Canada";"Ari Millen";;;5;6;"M";;"Terror";43;"white";80;26;;"";;;
"157407";"South Africa";"Dave Matthews";54;1967;;;"M";;"";;"white";98;25;92;;"Direccion de produccion";1;100
"30150";"United States of America";"Donna Murphy";63;1958;14;17;"F";36;"Drama";35;"white";48;33;83;"";;;
"82315";"Germany";"Wotan Wilke Mohring";53;1967;19;3;"M";34;"Drama";39;"white";37;29;92;"";"Direccion de produccion";1;100
"104482";"United States of America";"Debra Mooney";73;1947;4;27;"F";38;"Comedia";40;"white";59;42;72;"";;;
"1139";"United States of America";"Michael Murphy";82;1938;36;7;"M";33;"Drama";34;"white";100;31;63;"";;;
"104417";"Republic of Korea";"Kim Min-Hee";39;1982;;;"F";;"";;"latino hispanic";35;25;107;;"Vestuario";1;100
"2889";"France";"Jean-Pierre Marielle";;1932;40;1;"M";;"Comedia";43;"white";48;32;57;"";;;
"182353";;"Ivan Morales";;;9;2;"M";;"Drama";38;"white";98;32;;"";"Guion";1;100
"8042";"Spain";"Jose Manuel Cervino";80;1940;30;2;"M";11;"Drama";52;"white";36;42;65;"";;;
"12304";"United States of America";"Edie McClurg";69;1951;23;18;"F";30;"Comedia";50;"white";100;34;76;"";;;
"24747";"United States of America";"Larry Miller";67;1953;32;19;"M";10;"Comedia";64;"white";99;34;78;"";;;
"3070";"United States of America";"Victor McLaglen";;1886;14;0;"M";;"Comedia";27;"latino hispanic";60;37;11;"";"Direccion";1;100
"115480";;"William MacDonald";;;21;12;"M";;"Drama";36;"middle eastern";48;36;;"";"Direccion de produccion";1;100
"117053";"United States of America";"Sandra McCoy";41;1979;7;5;"F";32;"Comedia";33;"black";63;28;104;"";;;
"162910";;"Juan Pablo Medina";44;1976;;;"M";;"";;"latino hispanic";37;23;101;;;;
"115700";"United States of America";"Lea Michele";34;1986;3;8;"F";16;"Familia";25;"latino hispanic";32;31;111;"";;;
"188328";"United Kingdom";"Gugu Mbatha-Raw";37;1983;20;7;"F";25;"Drama";50;"indian";45;28;108;"";;;
"2678";"Spain";"Carmen Maura";75;1945;83;7;"F";27;"Comedia";35;"white";71;31;70;"Carmen Maura";;;
"424021";"United States of America";"Eloise Mumford";34;1986;7;6;"F";24;"Drama";33;"white";100;33;111;"";;;
"28471";"United States of America";"Sean McNamara";58;1962;13;9;"M";34;"Comedia";39;"black";45;27;87;"";"Direccion";21;76
"42668";;"Christopher Miller";45;1975;18;5;"M";31;"Animacion";38;"white";71;29;100;"";"Guion";11;55
"101633";"Spain";"Aitor Merino";48;1972;16;3;"M";22;"Drama";35;"middle eastern";51;25;97;"";"Direccion";5;40
"113647";"United States of America";"Dorian Missick";45;1976;12;23;"M";27;"Drama";33;"black";98;34;101;"";;;
"48790";"United States of America";"Harry Morgan";;1915;36;5;"M";;"Comedia";33;"latino hispanic";76;51;40;"";;;
"44312";"United Kingdom";"Tim McInnerny";64;1956;23;12;"M";28;"Comedia";33;"white";100;29;81;"";;;
"108166";"United States of America";"Michael McGrady";;;16;39;"M";;"Drama";44;"asian";53;31;;"";;;
"28708";"France";"Nicolas Marie";67;1954;16;3;"M";46;"Comedia";57;"white";100;34;79;"";;;
"65922";"United States of America";"S. Epatha Merkerson";68;1952;18;11;"F";36;"Drama";59;"latino hispanic";32;33;77;"";;;
"602362";"United States of America";"Joel David Moore";43;1977;6;5;"M";37;"Suspense";50;"white";94;28;102;"";"Direccion de produccion";1;100
"88519";"France";"Jean-Pierre Martins";49;1971;11;3;"M";33;"Comedia";27;"white";52;23;96;"";;;
"31587";"Canada";"Brian Markinson";59;1961;28;40;"M";31;"Drama";46;"white";82;35;86;"";;;
"457894";"Canada";"Laine MacNeil";24;1996;;;"F";;"";;"white";85;31;121;;;;
"136628";"United Kingdom";"Carey Mulligan";35;1985;19;3;"F";23;"Drama";64;"white";90;29;110;"";"Direccion de produccion";1;100
"95";"United Kingdom";"Roger Moore";;1927;35;2;"M";;"Comedia";31;"asian";43;55;52;"";;;
"213542";"United States of America";"Olivia Munn";40;1980;20;8;"F";29;"Comedia";52;"white";100;34;105;"";;;
"94363";"United States of America";"Chad Michael Murray";39;1981;16;12;"M";20;"Suspense";29;"white";62;27;106;"";;;
"235810";"Germany";"Sonke Mohring";;;;;"M";;"";;"white";28;29;;;;;
"4549";"United States of America";"Kevin McCarthy";;1914;26;6;"M";;"Drama";32;"black";23;39;39;"";"Guion";1;100
"231240";"United Kingdom";"Anna Madeley";45;1976;7;8;"F";34;"Drama";57;"white";100;32;101;"";;;
"512986";"United States of America";"Lora Martinez-Cunningham";;;10;10;"F";;"Drama";42;"white";45;32;;"";;;
"78508";"Cuba";"Jorge Martinez";;;;;"M";;"";;"latino hispanic";42;31;;;;;
"208652";"United Kingdom";"Hattie Morahan";42;1978;7;4;"F";27;"Drama";30;"white";96;26;103;"";;;
"522";"United Kingdom";"Patrick Magee";;1922;23;1;"M";;"Drama";42;"white";80;47;47;"";;;
"19493";"Brazil";"Fernanda Montenegro";91;1929;11;0;"F";54;"Drama";50;"latino hispanic";45;43;54;"";;;
"56772";"United States of America";"E. Roger Mitchell";;;19;6;"M";;"Suspense";30;"black";100;27;;"";;;
"172909";"Canada";"Jill Morrison";;;11;15;"F";;"Comedia";31;"asian";49;32;;"";;;
"560804";;"Sarah Minnich";33;1987;8;12;"F";25;"Suspense";43;"white";95;26;112;"";;;
"71723";"United States of America";"Hattie McDaniel";;1895;11;0;"F";;"Drama";40;"black";49;29;20;"";;;
"42940";"United States of America";"Don McManus";;;21;43;"M";;"Drama";35;"white";38;34;;"";;;
"8573";"France";"Gael Morel";48;1972;;;"M";;"";;"white";33;38;97;;"Direccion";8;50
"2381";"Canada";"Raymond Massey";;1896;21;0;"M";;"Drama";35;"white";50;31;21;"";;;
"681577";"United States of America";"Kate McKinnon";37;1984;17;4;"F";33;"Comedia";57;"white";42;32;109;"";;;
"33272";"United States of America";"Elizabeth Mitchell";51;1970;11;13;"F";31;"Suspense";31;"white";68;35;95;"";;;
"16454";"United States of America";"Dylan McDermott";59;1961;31;10;"M";27;"Drama";30;"middle eastern";56;36;86;"";;;
"26164";"United Kingdom";"Helen McCrory";52;1968;26;9;"F";27;"Drama";38;"white";54;34;93;"";;;
"20945";"Spain";"Elvira Minguez";55;1965;27;9;"F";30;"Drama";44;"white";100;28;90;"";"Guion";1;100
"139150";"United Kingdom";"Graham McTavish";60;1961;20;15;"M";29;"Accion";38;"white";87;39;86;"";"Posproduccion";1;100
"34537";"United States of America";"Bridget Moynahan";49;1971;19;3;"F";29;"Suspense";32;"latino hispanic";37;32;96;"";;;
"67800";"Bosnia and Herzegovina";"Ivana Milicevic";46;1974;24;29;"F";16;"Comedia";42;"white";89;31;99;"";;;
"53392";;"Nelson McCormick";63;1957;5;38;"M";43;"Drama";40;"latino hispanic";39;31;82;"";"Direccion";6;100
"186104";"United States of America";"Hayes MacArthur";43;1977;10;15;"M";31;"Comedia";54;"white";51;30;102;"";;;
"425995";"Honduras";"Daniel Moncada";;;;;"M";;"";;"black";59;28;;;;;
"96756";"United States of America";"Paul McCrane";60;1961;10;40;"M";20;"Drama";45;"white";100;29;86;"";;;
"130006";"United Kingdom";"Shauna Macdonald";40;;17;16;"F";23;"Terror";46;"white";52;35;;"";"Direccion de produccion";1;100
"257118";"Honduras";"Luis Moncada";43;1977;2;16;"M";34;"Accion";67;"middle eastern";29;23;102;"";;;
"3153";"Belgium";"Yolande Moreau";68;1953;43;1;"F";35;"Comedia";58;"white";89;31;78;"";"Direccion";2;50
"17581";"France";"Michel Muller";54;1966;15;2;"M";35;"Comedia";63;"latino hispanic";49;39;91;"";"Guion";3;67
"67777";"Ireland";"Devon Murray";32;1988;11;0;"M";20;"Fantasia";40;"white";98;39;113;"";;;
"166347";"United States of America";"Rich Moore";57;1963;;;"M";;"";;"latino hispanic";47;42;88;;"Direccion";3;100
"31579";"United States of America";"Julianna Margulies";54;1966;17;11;"F";26;"Drama";47;"white";100;28;91;"";;;
"11681";"United States of America";"Dina Meyer";52;1968;26;23;"F";27;"Suspense";41;"white";75;30;93;"";;;
"757";"United States of America";"Andie MacDowell";62;1958;44;5;"F";27;"Comedia";40;"white";100;31;83;"";;;
"25031";;"Greg Mottola";56;1964;9;3;"M";36;"Comedia";73;"white";100;31;89;"";"Direccion";8;88
"1624";"France";"Jean-Pierre Melville";;1917;;;"M";;"";;"middle eastern";32;31;42;;"Direccion";23;35
"16379";"United States of America";"Frank McRae";78;1942;19;2;"M";45;"Drama";35;"black";43;37;67;"";;;
"39945";"United States of America";"Martin Mull";77;1943;18;21;"M";35;"Comedia";67;"white";57;44;68;"";"Direccion de produccion";2;50
"24625";"United States of America";"Jack McGee";73;;37;38;"M";44;"Drama";36;"black";35;36;;"";;;
"56470";"United States of America";"Bill Moseley";69;1951;23;4;"M";36;"Terror";64;"white";86;27;76;"";;;
"71440";"France";"Catherine Marchal";53;1967;7;4;"F";36;"Crimen";56;"latino hispanic";37;39;92;"";;;
"1548";"United States of America";"Michael Moriarty";79;1941;25;4;"M";45;"Drama";40;"white";49;28;66;"";;;
"19143";"United Kingdom";"Ian McNeice";70;1950;28;4;"M";35;"Drama";40;"white";87;43;75;"";;;
"28585";"United Kingdom";"Nick Moran";51;1969;17;5;"M";32;"Crimen";29;"white";41;30;94;"";"Direccion";2;50
"5517";"France";"Catherine Mouchet";61;1959;22;3;"F";41;"Drama";35;"white";37;32;84;"";;;
"125068";"United States of America";"Nikki M. James";;;5;10;"M";;"Drama";38;"black";50;26;;"";;;
"30471";"United States of America";"Dick Miller";;1928;35;7;"M";;"Comedia";42;"white";64;47;53;"";"Guion";2;100
"127651";"United States of America";"Ted McGinley";62;1958;14;17;"M";20;"Accion";26;"white";48;34;83;"";;;
"79326";"Spain";"Aitor Mazo";;;16;4;"M";;"Drama";47;"white";92;29;;"";"Direccion";2;100
"96729";"United Kingdom";"Rory McCann";51;1969;14;4;"M";31;"Accion";33;"white";74;34;94;"";;;
"930";"United Kingdom";"Malcolm McDowell";77;1943;76;14;"M";25;"Drama";32;"asian";40;39;68;"";"Direccion de produccion";1;100
"23846";"United States of America";"Brittany Murphy";;1977;35;7;"F";;"Comedia";33;"latino hispanic";40;24;102;"";;;
"102757";"United States of America";"Laura Marano";25;1995;7;8;"F";8;"Comedia";43;"white";37;33;120;"";"Direccion de produccion";1;100
"33408";"United Kingdom";"Miriam Margolyes";79;1941;38;7;"F";29;"Comedia";31;"white";88;22;66;"";;;
"39158";;"Andrew V. McLaglen";;1920;22;0;"M";;"Western";41;"white";36;29;45;"";"Direccion";24;88
"3793";"Italy";"Mario Monicelli";;1915;30;0;"M";;"Comedia";59;"white";86;29;40;"";"Guion";38;53
"78282";;"James McDaniel";63;1958;10;21;"M";34;"Drama";33;"black";100;30;83;"";;;
"266469";"United States of America";"Fred Melamed";64;1956;19;14;"M";31;"Comedia";38;"white";91;44;81;"";;;
"21";"United Kingdom";"Herbert Marshall";;1890;29;1;"M";;"Drama";45;"white";66;36;15;"";;;
"131926";"United Kingdom";"Alastair Mackenzie";51;;10;6;"M";4;"Drama";36;"white";89;24;;"";"Guion";1;100
"104801";"United States of America";"Michael McMillian";42;1978;5;19;"M";27;"Terror";29;"white";77;27;103;"";;;
"724660";"Spain";"Daniel Martin";;1935;16;0;"M";;"Drama";39;"black";84;41;60;"";;;
"44069";"Australia";"Ben Mendelsohn";52;1969;36;4;"M";23;"Drama";38;"white";97;24;94;"";;;
"31070";"United States of America";"Ralph Macchio";59;1961;16;7;"M";20;"Comedia";35;"white";58;28;86;"";;;
"73989";"Spain";"Kiti Manver";67;1953;39;6;"F";20;"Comedia";39;"white";100;31;78;"";;;
"230332";;"Ismael Martinez";;;8;6;"M";;"Drama";36;"white";76;32;;"";;;
"76146";"United Kingdom";"Kevin McKidd";47;1973;24;3;"M";23;"Drama";46;"white";100;34;98;"";;;
"14838";"Canada";"Mike Myers";57;1963;23;0;"M";31;"Comedia";52;"white";37;27;88;"";"Guion";10;50
"138988";"United States of America";"Christa Miller-Lawrence";56;1964;;;"F";;"";;"white";100;32;89;;;;
"397652";"Germany";"Friedrich Mucke";40;;;;"M";;"";;"indian";70;35;;;;;
"660512";"United States of America";"Andi Matichak";26;1994;;;"F";;"";;"white";100;28;119;;;;
"658257";;"Carlos Marques-Marcet";;;;;"M";;"";;"indian";35;28;;;"Direccion";16;38
"419218";"United States of America";"Bobby Moynihan";44;1977;18;10;"M";34;"Comedia";48;"latino hispanic";32;34;102;"";;;
"29357";;"Roger Michell";64;1956;13;0;"M";42;"Drama";41;"white";80;37;81;"";"Direccion";18;72
"227134";;"Juan Muñoz";55;1965;11;0;"M";23;"Comedia";73;"white";81;35;90;"";"Direccion";4;50
"191178";;"Brillante Mendoza";60;1960;12;0;"M";47;"Drama";55;"asian";93;42;85;"";"Direccion";18;61
"13813";"United States of America";"Virginia Madsen";57;1963;44;15;"F";21;"Drama";42;"white";99;31;88;"";;;
"26817";"Australia";"Radha Mitchell";47;1973;32;2;"F";17;"Suspense";31;"white";84;24;98;"";;;
"84142";;"Ryan Murphy";55;1965;9;18;"M";35;"Drama";36;"white";98;36;90;"";"Direccion";12;83
"81429";"United States of America";"Neal McDonough";55;1966;33;25;"M";26;"Accion";40;"asian";57;39;91;"";;;
"29233";"Canada";"Lochlyn Munro";55;1966;58;39;"M";23;"Comedia";37;"white";100;34;91;"";"Direccion de produccion";1;100
"19589";"United States of America";"Tina Majorino";36;1985;7;12;"F";11;"Comediadramatica";43;"white";100;26;110;"";;;
"194481";"New Zealand";"Bret McKenzie";44;1976;10;2;"M";31;"Aventura";31;"white";37;31;101;"";"Arte";7;43
"215480";"Philippines";"Coco Martin";;;;;"M";;"";;"asian";95;25;;;;;
"180052";"France";"Vincent Macaigne";42;1978;17;0;"M";24;"Comedia";44;"white";85;27;103;"";;;
"2147";"United States of America";"Frank Morgan";;1890;16;0;"M";;"Drama";38;"white";93;32;15;"";;;
"14658";"Hungary";"Peter Medak";83;1937;11;16;"M";35;"Drama";38;"white";100;45;62;"";"Direccion";11;91
"8166";"Spain";"Francisco Merino";;;13;2;"M";;"Comediadramatica";33;"white";33;43;;"";;;
"51054";"United States of America";"Bill McKinney";;1931;42;3;"M";;"Comedia";30;"white";53;30;56;"";;;
"116509";;"Robert Moloney";;;10;14;"M";;"Drama";40;"white";35;32;;"";;;
"1791";"United States of America";"Strother Martin";;1919;30;1;"M";;"Western";39;"white";50;41;44;"";;;
"147530";"Sweden";"Dag Malmberg";68;1953;;;"M";;"";;"white";34;41;78;;;;
"52600";"United States of America";"Kenneth Mars";;1936;23;14;"M";;"Comedia";63;"white";61;43;61;"";;;
"21692";"France";"Edouard Montoute";50;1970;26;5;"M";24;"Comedia";32;"black";85;34;95;"";;;
"78191";"United States of America";"Marc Macaulay";63;1957;38;9;"M";33;"Suspense";32;"white";100;35;82;"";;;
"24026";"France";"Joseph Malerba";58;1962;14;7;"M";31;"Crimen";27;"white";59;42;87;"";"Musica";1;100
"14369";"United States of America";"Viggo Mortensen";62;1958;47;1;"M";28;"Suspense";37;"white";74;26;83;"";"Direccion de produccion";8;50
"460479";"Spain";"Megan Montaner";33;1987;3;10;"F";25;"Drama";50;"white";87;27;112;"";;;
"126699";"United Kingdom";"Matthew Macfadyen";46;1974;13;7;"M";28;"Drama";43;"white";32;26;99;"";;;
"93165";"United States of America";"Wentworth Miller";48;1972;10;10;"M";28;"Suspense";38;"white";100;24;97;"";"Guion";3;67
"154314";"United States of America";"Dylan Minnette";24;1996;9;21;"M";9;"Terror";27;"white";83;23;121;"";;;
"16335";"United States of America";"Julianne Moore";60;1960;74;8;"F";26;"Drama";43;"white";100;31;85;"";;;
"59830";"United States of America";"Melissa McCarthy";50;1970;31;9;"F";30;"Comedia";60;"white";94;37;95;"";"Guion";3;100
"38990";"United States of America";"Zoe McLellan";46;1974;7;12;"F";23;"Drama";57;"asian";67;29;99;"";;;
"200536";"New Zealand";"Rose McIver";32;1988;11;8;"F";6;"Romantico";35;"white";83;31;113;"";;;
"14751";"United States of America";"William H. Macy";71;1950;72;6;"M";34;"Drama";40;"white";95;52;75;"";"Direccion";11;36
"189030";;"Nuria Mencia";;;;;"F";;"";;"white";75;32;;;;;
"134957";"United States of America";"China Anne McClain";22;1998;7;8;"F";8;"Comedia";33;"black";93;24;123;"";;;
